model,persona_type,persona_id,subgroup,accuracy_mean,accuracy_std,f1_weighted_mean,f1_weighted_std,f1_macro_mean,f1_macro_std,mean_error_mean,mean_error_std,mean_absolute_error_mean,mean_absolute_error_std,hate_over_flagging_rate_mean,hate_over_flagging_rate_std,offensive_over_flagging_rate_mean,offensive_over_flagging_rate_std,offensive_to_hate_rate_mean,offensive_to_hate_rate_std,n_samples_mean,n_runs
gpt_oss_120b,persona,left-wing,gender,0.44835680751173707,0.023939058749261895,0.42576077421423825,0.029877396604888033,0.43495457802777676,0.025736616600519395,0.647887323943662,0.029877751317741404,0.7089201877934274,0.027173326062887866,0.3544973544973544,0.007482611441127487,0.32275132275132273,0.03261594710565596,0.6527777777777778,0.025983731852596812,142.0,3
gpt_oss_120b,persona,right-wing,gender,0.48826291079812206,0.021769057501163622,0.47086322981080425,0.029490322070078873,0.48313795292307987,0.024156615311189383,0.5492957746478874,0.04146366603909787,0.6431924882629109,0.023939058749261905,0.291005291005291,0.014965222882254972,0.3703703703703704,0.02993044576450995,0.5138888888888888,0.025983731852596798,142.0,3
gpt_oss_120b,persona,centrist,gender,0.47183098591549294,0.005749975922026232,0.45180075159124655,0.00578235442305858,0.4632689219547375,0.0075277543956914356,0.6150234741784039,0.021769057501163647,0.6713615023474179,0.023238251024909982,0.32275132275132273,0.0395942580610999,0.3544973544973545,0.05237828008789241,0.5902777777777778,0.04280843057617347,142.0,3
gpt_oss_120b,persona,white,gender,0.4553990610328638,0.025928077505134425,0.4295665595194049,0.029351510770792972,0.44730399144614896,0.026495866613769747,0.6244131455399061,0.003319750146415764,0.6807511737089201,0.011969529374630933,0.30687830687830686,0.03261594710565596,0.41798941798941797,0.0539578784507173,0.5763888888888888,0.03928371006591927,142.0,3
gpt_oss_120b,persona,black,gender,0.5,0.020731833019548934,0.48055488956906167,0.026446498111847464,0.4999876113011555,0.02292665217299053,0.5140845070422536,0.034975738088618175,0.57981220657277,0.038285226362206784,0.17989417989417988,0.045514948502871036,0.4973544973544974,0.045514948502871064,0.4930555555555556,0.009820927516479817,142.0,3
gpt_oss_120b,persona,asian,gender,0.46244131455399057,0.011969529374630933,0.4388143623932603,0.014378923098802376,0.4550372406440049,0.011930172352453904,0.6103286384976525,0.006639500292831424,0.6713615023474179,0.006639500292831424,0.30158730158730157,0.012960263189328984,0.4074074074074074,0.03261594710565596,0.5694444444444445,0.009820927516479843,142.0,3
gpt_oss_120b,persona,christian,gender,0.47183098591549294,0.005749975922026232,0.4503557109288388,0.008395286108602275,0.4642250140045254,0.005376281217267555,0.6056338028169014,0.005749975922026232,0.6619718309859155,0.005749975922026232,0.30158730158730157,0.022447834323382456,0.3862433862433862,0.0395942580610999,0.5763888888888888,0.019641855032959635,142.0,3
gpt_oss_120b,persona,muslim,gender,0.4507042253521127,0.005749975922026232,0.42321377575336977,0.005727050431906676,0.44305048206202,0.006514536281237737,0.5985915492957746,0.011499951844052465,0.6643192488262911,0.006639500292831424,0.25925925925925924,0.007482611441127486,0.4603174603174603,0.0,0.5833333333333334,0.02946278254943948,142.0,3
gpt_oss_120b,persona,jewish,gender,0.4953051643192488,0.025928077505134404,0.4784501516862416,0.028991003136343084,0.4904164040964651,0.026413743960312135,0.5516431924882629,0.021769057501163647,0.6220657276995305,0.025928077505134428,0.2645502645502645,0.007482611441127487,0.3862433862433862,0.03741305720563743,0.5347222222222222,0.025983731852596812,142.0,3
gpt_oss_120b,persona,atheist,gender,0.471830985915493,0.011499951844052487,0.45392032846590574,0.013571246949037375,0.46253604907466644,0.013550378520201505,0.6384976525821596,0.008783233302286236,0.6901408450704225,0.009959250439247135,0.3650793650793651,0.012960263189328984,0.3068783068783068,0.01979712903054995,0.6041666666666666,0.02946278254943948,142.0,3
gpt_oss_120b,persona,hindu,gender,0.47417840375586856,0.014470455406030466,0.4511344457413064,0.017547377230710374,0.468746808410531,0.014352162726851666,0.5845070422535211,0.017249927766078695,0.6455399061032864,0.011969529374630933,0.2698412698412698,0.02592052637865797,0.4338624338624338,0.04906676452643229,0.5416666666666666,0.01701034543599428,142.0,3
gpt_oss_120b,baseline,baseline,race_ethnicity,0.6296296296296297,0.0055135031671465695,0.5836006369125051,0.009902016535007921,0.4901211481453751,0.01606456335961006,0.42105263157894735,0.017215908121496776,0.5419103313840156,0.013783757917866396,0.5163398692810457,0.04029028760110442,0.24183006535947715,0.04029028760110443,0.6419753086419753,0.03491885339192827,171.0,3
gpt_oss_120b,persona,15,race_ethnicity,0.6432748538011696,0.009549667613189776,0.598631668675357,0.009958071346450362,0.5003097066570896,0.012585803208320964,0.4346978557504873,0.0027567515835732847,0.5126705653021442,0.012016401565241669,0.5032679738562091,0.009243225897863359,0.22222222222222224,0.018486451795726732,0.6790123456790123,0.01745942669596416,171.0,3
gpt_oss_120b,persona,35,race_ethnicity,0.6296296296296297,0.007293679116518423,0.5813186316896649,0.004544135787337657,0.4821391000070412,0.010722047435689492,0.45419103313840153,0.014587358233036809,0.5360623781676414,0.005513503167146569,0.5359477124183006,0.03332692492544304,0.2156862745098039,0.027729677693590093,0.7037037037037036,0.0302406141084343,171.0,3
gpt_oss_120b,persona,65,race_ethnicity,0.6315789473684211,0.004774833806594889,0.5817067629636822,0.008710781766642783,0.48457495993261634,0.01184618916234118,0.4561403508771929,0.012633022803913957,0.5341130604288499,0.007293679116518423,0.5359477124183006,0.009243225897863385,0.22875816993464052,0.009243225897863359,0.6790123456790124,0.01745942669596416,171.0,3
gpt_oss_120b,persona,no_formal_education,race_ethnicity,0.6257309941520468,0.01263302280391394,0.58471718362483,0.012418592658102794,0.4846842954501112,0.015626348370387226,0.41325536062378165,0.00993960918829003,0.5263157894736842,0.02081301803514877,0.4705882352941176,5.551115123125783e-17,0.27450980392156865,0.0,0.6790123456790124,0.03491885339192827,171.0,3
gpt_oss_120b,persona,high_school_education,race_ethnicity,0.6159844054580897,0.007293679116518423,0.5723962762854496,0.005213330240704149,0.4703999318523954,0.0024645798642994408,0.43859649122807015,0.009549667613189776,0.5399610136452243,0.014587358233036809,0.5098039215686274,0.016009736880935817,0.24836601307189543,0.024455277037738178,0.7037037037037037,0.0302406141084343,171.0,3
gpt_oss_120b,persona,higher_education,race_ethnicity,0.6140350877192983,0.014324501419784667,0.5610826648438937,0.013259783820882508,0.4591999000740377,0.020458484701631523,0.46588693957115,0.007293679116518404,0.5555555555555555,0.01263302280391394,0.5490196078431372,0.016009736880935793,0.24183006535947715,0.024455277037738185,0.7037037037037037,0.05237828008789243,171.0,3
gpt_oss_120b,persona,male,race_ethnicity,0.617933723196881,0.015348943224194571,0.5682547794009268,0.017142217643477772,0.4683483341045749,0.0168861346835122,0.4580896686159844,0.007293679116518404,0.5516569200779727,0.023553695854960165,0.5490196078431372,0.027729677693590107,0.22222222222222224,0.009243225897863359,0.7037037037037037,0.0,171.0,3
