model,run,group,persona_code,token_f1,iou_f1,n_eval,missing,gt_total
qwen3_32b,r2,WY,25_m_w,0.4827125528066714,0.348,500,0,500
qwen3_32b,r2,WY,25_f_b,0.493093007482714,0.372,500,0,500
qwen3_32b,r2,WY,25_f_l,0.4924364311276893,0.364,500,0,500
qwen3_32b,r2,WY,25_f_w,0.4899662685544378,0.34,500,0,500
qwen3_32b,r2,WY,45_m_b,0.4847294524704752,0.36,500,0,500
qwen3_32b,r2,WY,45_m_l,0.49909932652486916,0.376,500,0,500
qwen3_32b,r2,WY,45_m_w,0.49398058468878986,0.362,500,0,500
qwen3_32b,r2,WY,45_f_b,0.492031700377367,0.348,500,0,500
qwen3_32b,r2,WY,45_f_l,0.49387459198867933,0.356,500,0,500
qwen3_32b,r2,WY,45_f_w,0.48596106759601443,0.36,500,0,500
qwen3_32b,r3,BO,25_m_b,0.4889067677248802,0.414,500,0,500
qwen3_32b,r3,BO,25_m_l,0.4846183335561858,0.416,500,0,500
qwen3_32b,r3,BO,25_m_w,0.4806967234691701,0.402,500,0,500
qwen3_32b,r3,BO,25_f_b,0.4772707289270764,0.386,500,0,500
qwen3_32b,r3,BO,25_f_l,0.4868946274048715,0.408,500,0,500
qwen3_32b,r3,BO,25_f_w,0.4808071833051713,0.398,500,0,500
qwen3_32b,r3,BO,45_m_b,0.4710501515504888,0.39,500,0,500
qwen3_32b,r3,BO,45_m_l,0.4730863550003497,0.404,500,0,500
qwen3_32b,r3,BO,45_m_w,0.4823296512210371,0.406,500,0,500
qwen3_32b,r3,BO,45_f_b,0.4798943405297241,0.398,500,0,500
qwen3_32b,r3,BO,45_f_l,0.47290582539534687,0.37,500,0,500
qwen3_32b,r3,BO,45_f_w,0.48033573623487,0.41,500,0,500
qwen3_32b,r3,BY,25_m_b,0.4421750958020313,0.314,500,0,500
qwen3_32b,r3,BY,25_m_l,0.4423547293772027,0.306,500,0,500
qwen3_32b,r3,BY,25_m_w,0.44546654435347993,0.314,500,0,500
qwen3_32b,r3,BY,25_f_b,0.4408689809158857,0.302,500,0,500
qwen3_32b,r3,BY,25_f_l,0.4428225957794073,0.316,500,0,500
qwen3_32b,r3,BY,25_f_w,0.4473591401718342,0.338,500,0,500
qwen3_32b,r3,BY,45_m_b,0.43054026432803577,0.302,500,0,500
qwen3_32b,r3,BY,45_m_l,0.4342778437764512,0.298,500,0,500
qwen3_32b,r3,BY,45_m_w,0.44191795911347054,0.304,500,0,500
qwen3_32b,r3,BY,45_f_b,0.4402358603614026,0.296,500,0,500
qwen3_32b,r3,BY,45_f_l,0.4405509016496643,0.3,500,0,500
qwen3_32b,r3,BY,45_f_w,0.4222512301244776,0.296,500,0,500
qwen3_32b,r3,LO,25_m_b,0.4830418709877797,0.362,500,0,500
qwen3_32b,r3,LO,25_m_l,0.4948214227801191,0.366,500,0,500
qwen3_32b,r3,LO,25_m_w,0.4976965847982211,0.382,500,0,500
qwen3_32b,r3,LO,25_f_b,0.49045617487088145,0.36,500,0,500
qwen3_32b,r3,LO,25_f_l,0.492293781777219,0.342,500,0,500
qwen3_32b,r3,LO,25_f_w,0.48673644489250983,0.346,500,0,500
qwen3_32b,r3,LO,45_m_b,0.48424211414331675,0.344,500,0,500
qwen3_32b,r3,LO,45_m_l,0.4904502318630808,0.372,500,0,500
qwen3_32b,r3,LO,45_m_w,0.4975264986647351,0.364,500,0,500
qwen3_32b,r3,LO,45_f_b,0.4941571896276507,0.38,500,0,500
qwen3_32b,r3,LO,45_f_l,0.4897163750336356,0.358,500,0,500
qwen3_32b,r3,LO,45_f_w,0.48173161551211163,0.362,500,0,500
qwen3_32b,r3,LY,25_m_b,0.4479012053306178,0.312,500,0,500
qwen3_32b,r3,LY,25_m_l,0.4520003816445002,0.332,500,0,500
qwen3_32b,r3,LY,25_m_w,0.451414738632541,0.322,500,0,500
qwen3_32b,r3,LY,25_f_b,0.4603073294954104,0.338,500,0,500
qwen3_32b,r3,LY,25_f_l,0.453557822191569,0.336,500,0,500
qwen3_32b,r3,LY,25_f_w,0.46079799928313947,0.34,500,0,500
qwen3_32b,r3,LY,45_m_b,0.46438455594972694,0.338,500,0,500
qwen3_32b,r3,LY,45_m_l,0.45733448070677246,0.338,500,0,500
qwen3_32b,r3,LY,45_m_w,0.467519552892928,0.336,500,0,500
qwen3_32b,r3,LY,45_f_b,0.4512049969638214,0.318,500,0,500
qwen3_32b,r3,LY,45_f_l,0.44115040341495504,0.306,500,0,500
qwen3_32b,r3,LY,45_f_w,0.4479377508284634,0.32,500,0,500
qwen3_32b,r3,WO,25_m_b,0.5167643274853809,0.39,500,0,500
qwen3_32b,r3,WO,25_m_l,0.5284588718299248,0.428,500,0,500
qwen3_32b,r3,WO,25_m_w,0.5232964157834067,0.406,500,0,500
qwen3_32b,r3,WO,25_f_b,0.521247757492953,0.412,500,0,500
qwen3_32b,r3,WO,25_f_l,0.5255210400538584,0.41,500,0,500
qwen3_32b,r3,WO,25_f_w,0.5198550568327601,0.426,500,0,500
qwen3_32b,r3,WO,45_m_b,0.5239968799518344,0.402,500,0,500
qwen3_32b,r3,WO,45_m_l,0.5249505760194554,0.4,500,0,500
qwen3_32b,r3,WO,45_m_w,0.5286448151136949,0.424,500,0,500
qwen3_32b,r3,WO,45_f_b,0.5205214092924623,0.414,500,0,500
qwen3_32b,r3,WO,45_f_l,0.5246970073658871,0.398,500,0,500
qwen3_32b,r3,WO,45_f_w,0.5177435234356297,0.41,500,0,500
qwen3_32b,r3,WY,25_m_b,0.48556528536822735,0.354,500,0,500
qwen3_32b,r3,WY,25_m_l,0.4925461385707524,0.38,500,0,500
qwen3_32b,r3,WY,25_m_w,0.49079154375036843,0.36,500,0,500
qwen3_32b,r3,WY,25_f_b,0.49756985437798557,0.356,500,0,500
qwen3_32b,r3,WY,25_f_l,0.4876686141732523,0.35,500,0,500
qwen3_32b,r3,WY,25_f_w,0.4909069037646381,0.366,500,0,500
qwen3_32b,r3,WY,45_m_b,0.48311436804786057,0.364,500,0,500
qwen3_32b,r3,WY,45_m_l,0.4960595730207194,0.38,500,0,500
qwen3_32b,r3,WY,45_m_w,0.4954671302770312,0.372,500,0,500
qwen3_32b,r3,WY,45_f_b,0.4848134152122397,0.354,500,0,500
qwen3_32b,r3,WY,45_f_l,0.4805569168062921,0.348,500,0,500
qwen3_32b,r3,WY,45_f_w,0.48344381107368845,0.366,500,0,500
