model,group,persona_code,token_f1_mean,token_f1_std,iou_f1_mean,iou_f1_std,n_eval_mean,gt_total
gpt_oss_120b,LY,25_f_l,0.5180715159127334,0.002635975400352155,0.41,0.0032659863237108843,500.0,500
gpt_oss_120b,LY,25_f_w,0.5164784541109625,0.0033536295819454167,0.4106666666666667,0.005249338582674529,500.0,500
gpt_oss_120b,LY,45_m_b,0.5233247523215091,0.0045703806472131925,0.41333333333333333,0.00679869268479036,500.0,500
gpt_oss_120b,LY,45_m_l,0.5187991136200117,0.005186929911856669,0.4040000000000001,0.0016329931618554536,500.0,500
gpt_oss_120b,LY,45_m_w,0.524631863799582,0.0030569419891899596,0.40599999999999997,0.0028284271247461666,500.0,500
gpt_oss_120b,LY,45_f_b,0.5134951695572648,0.004736124588958192,0.40266666666666673,0.0018856180831641283,500.0,500
gpt_oss_120b,LY,45_f_l,0.5235524118191979,0.005080881793384045,0.41533333333333333,0.004988876515698593,500.0,500
gpt_oss_120b,LY,45_f_w,0.5186887035373484,0.0014720749980541212,0.4093333333333334,0.007717224601860131,500.0,500
gpt_oss_120b,WO,25_m_b,0.5921203134556084,0.004420260031991592,0.5093333333333333,0.01791337179005922,500.0,500
gpt_oss_120b,WO,25_m_l,0.5937910697493135,0.0014691395584295439,0.5066666666666667,0.01236482466066095,500.0,500
gpt_oss_120b,WO,25_m_w,0.5833124295333456,0.0006849564748653932,0.49133333333333334,0.016357125528513743,500.0,500
gpt_oss_120b,WO,25_f_b,0.5934051920473505,0.006026900488068214,0.5166666666666667,0.01309792180292568,500.0,500
gpt_oss_120b,WO,25_f_l,0.5889472473038527,0.004661220196690906,0.5026666666666667,0.012036980056845203,500.0,500
gpt_oss_120b,WO,25_f_w,0.5834439907888292,0.005274407473871947,0.49733333333333335,0.010873004286866737,500.0,500
gpt_oss_120b,WO,45_m_b,0.5875081951970359,0.005555546932305999,0.5026666666666667,0.01388844443733312,500.0,500
gpt_oss_120b,WO,45_m_l,0.5868455961009529,0.00597937644772308,0.49466666666666664,0.019482185594936603,500.0,500
gpt_oss_120b,WO,45_m_w,0.587660329792141,0.0016189753697554241,0.504,0.008640987597877155,500.0,500
gpt_oss_120b,WO,45_f_b,0.5894450965828723,0.0025211179203579975,0.51,0.0043204937989385775,500.0,500
gpt_oss_120b,WO,45_f_l,0.589396880612994,0.003111737404923032,0.5033333333333333,0.013199326582148898,500.0,500
gpt_oss_120b,WO,45_f_w,0.5884403147480942,0.0044313698822229484,0.5,0.009933109617167568,500.0,500
gpt_oss_120b,WY,25_m_b,0.5445194701984182,0.002453687213157402,0.4093333333333334,0.007542472332656487,500.0,500
gpt_oss_120b,WY,25_m_l,0.5477578112978002,0.0036174208760713263,0.4206666666666667,0.006798692684790386,500.0,500
gpt_oss_120b,WY,25_m_w,0.5419328374536484,0.004198600067502708,0.418,0.016083117442419755,500.0,500
gpt_oss_120b,WY,25_f_b,0.5466207515006352,0.0062957993944727135,0.42533333333333334,0.020417857108151402,500.0,500
gpt_oss_120b,WY,25_f_l,0.5401453824297487,0.003597893329539777,0.414,0.01070825226947266,500.0,500
gpt_oss_120b,WY,25_f_w,0.5439048742087653,0.00447906554265949,0.42,0.012961481396815706,500.0,500
gpt_oss_120b,WY,45_m_b,0.542878524823589,0.0022763872957042293,0.412,0.005656854249492359,500.0,500
gpt_oss_120b,WY,45_m_l,0.5447823054258383,0.0038314223482896056,0.42133333333333334,0.018785337071473823,500.0,500
gpt_oss_120b,WY,45_m_w,0.542818130544867,0.0011745291442587268,0.41533333333333333,0.005249338582674546,500.0,500
gpt_oss_120b,WY,45_f_b,0.5450153733013982,0.002811511992037444,0.41933333333333334,0.015520595635763744,500.0,500
gpt_oss_120b,WY,45_f_l,0.540891513623403,0.0033290717523629157,0.418,0.0032659863237109073,500.0,500
gpt_oss_120b,WY,45_f_w,0.548238926753838,0.004770202178692892,0.42533333333333334,0.010370899457402707,500.0,500
mistral_medium,BO,25_m_b,0.5230962095409474,0.003069430641282631,0.43533333333333335,0.0009428090415820641,500.0,500
mistral_medium,BO,25_m_l,0.527464795380707,0.005727869266672983,0.4466666666666667,0.01236482466066095,500.0,500
mistral_medium,BO,25_m_w,0.5272715947549657,0.0026636081632102756,0.44533333333333336,0.007717224601860157,500.0,500
