model,group,persona_code,token_f1_mean,token_f1_std,iou_f1_mean,iou_f1_std,n_eval_mean,gt_total
mistral_medium,WY,45_f_w,0.56787893522867,0.004173153777575011,0.4157160963244613,0.00646263563193003,263.0,263
qwen3_32b,BO,25_m_b,0.5679384324020877,0.007443211283291129,0.4448669201520912,0.005377237879745602,263.0,263
qwen3_32b,BO,25_m_l,0.590111371039704,0.002598090317541076,0.4664131812420786,0.0064626356319300235,263.0,263
qwen3_32b,BO,25_f_b,0.5671526005892996,0.011620457883646278,0.4512040557667934,0.017653217081348708,263.0,263
qwen3_32b,BO,25_f_l,0.5793377227928708,0.0024337903101589622,0.44233206590621044,0.009979731145769097,263.0,263
qwen3_32b,BO,25_f_w,0.594885754456922,0.0032038634202431956,0.47275031685678076,0.015931311901110943,263.0,263
qwen3_32b,BO,45_m_b,0.5628897298891932,0.0009652063704428945,0.4271229404309252,0.018713337211956147,263.0,263
qwen3_32b,BO,45_m_l,0.5813971067426702,0.006019675775278317,0.44613434727503165,0.011753635608993285,263.0,263
qwen3_32b,BO,45_m_w,0.5848710043880132,0.006381299777848855,0.46768060836501896,0.013532418570381885,263.0,263
qwen3_32b,BO,45_f_l,0.5832351850542489,0.0024676179311522743,0.4613434727503169,0.017098526696111595,263.0,263
qwen3_32b,BO,25_m_w,0.5937040115460667,0.01556137428766913,0.47655259822560203,0.026766428494224177,263.0,263
qwen3_32b,BO,45_f_b,0.573904959199698,0.004371023231672391,0.44613434727503165,0.010902820363805615,263.0,263
qwen3_32b,BO,45_f_w,0.5851027128640137,0.0026763400965308087,0.4600760456273765,0.008213866537906026,263.0,263
qwen3_32b,BY,25_m_b,0.49371176296177627,0.01088400492452393,0.3434727503168568,0.012925271263860028,263.0,263
qwen3_32b,BY,25_m_l,0.5057540193730007,0.002021448208825242,0.3650190114068441,0.02173184816157447,263.0,263
qwen3_32b,BY,25_f_b,0.49198561282846964,0.006771463564641243,0.3574144486692015,0.017285401390349637,263.0,263
qwen3_32b,BY,25_f_l,0.5053855415498426,0.010000890638385315,0.3624841571609632,0.007169650506327487,263.0,263
qwen3_32b,BY,25_f_w,0.5098331269031355,0.004258443892078292,0.3776932826362484,0.0017924126265818586,263.0,263
qwen3_32b,BY,45_m_b,0.4823105705278701,0.006862767608382297,0.3447401774397972,0.004742278056747704,263.0,263
qwen3_32b,BY,45_m_l,0.4998854556964862,0.009079986275832891,0.35868187579214195,0.012546888386073101,263.0,263
qwen3_32b,BY,45_m_w,0.5036297389709053,0.01468351911569034,0.3700887198986058,0.022883992503507967,263.0,263
qwen3_32b,BY,45_f_l,0.5015704356689824,0.0023168877179272794,0.3624841571609632,0.004742278056747704,263.0,263
qwen3_32b,BY,25_m_w,0.5091958627849273,0.008471124418343402,0.38022813688212925,0.0031045497373677834,263.0,263
qwen3_32b,BY,45_f_b,0.49645721903755174,0.01027002559184386,0.36628643852978454,0.014671529661331072,263.0,263
qwen3_32b,BY,45_f_w,0.5044303387119506,0.006053986949031713,0.36121673003802285,0.005377237879745602,263.0,263
