model,group,persona_text,accuracy_mean,accuracy_std,macro_f1_3class_mean,macro_f1_3class_std,macro_f1_binary_mean,macro_f1_binary_std,correct_mean,total_mean,missing_mean,matches_group,valid_runs,total_runs
mistral_medium,WO,A 45-year-old Caucasian Female,0.9125475285171102,0.003104549737367761,0.6391984402817813,0.020499233323258325,0.9674492173677661,5.211769162975392e-05,240.0,263.0,0.0,True,3,3
mistral_medium,WY,A 25-year-old African American Male,0.8504435994930292,0.0047422780567476985,0.6109432831523103,0.010148332574839523,0.9330289575670552,0.0036345248258284517,223.66666666666666,263.0,0.0,False,3,3
mistral_medium,WY,A 25-year-old Hispanic Male,0.8593155893536122,0.0,0.6083871787525473,0.012428859273650943,0.9415524388535185,0.00010995040802135989,226.0,263.0,0.0,False,3,3
mistral_medium,WY,A 25-year-old Caucasian Male,0.8593155893536122,0.0,0.6087862826561897,0.012156481271191412,0.94287286178881,0.0019246920649239373,226.0,263.0,0.0,True,3,3
mistral_medium,WY,A 25-year-old African American Female,0.8542458808618504,0.0035848252531637697,0.6139473920134004,0.01323621326743895,0.9359125380042398,0.002031079416755095,224.66666666666666,263.0,0.0,False,3,3
mistral_medium,WY,A 25-year-old Hispanic Female,0.8580481622306717,0.0017924126265818849,0.6078608515369243,0.012703462644007154,0.9401666641709835,0.001907184646179025,225.66666666666666,263.0,0.0,False,3,3
mistral_medium,WY,A 25-year-old Caucasian Female,0.8605830164765527,0.0017924126265818849,0.6268090693132371,0.0011947689281784318,0.9414746921744124,0.00010995040802135989,226.33333333333334,263.0,0.0,True,3,3
mistral_medium,WY,A 45-year-old African American Male,0.8504435994930292,0.0047422780567476985,0.6034149104473902,0.014308942451341858,0.9370449578917235,0.0034338818781269537,223.66666666666666,263.0,0.0,False,3,3
mistral_medium,WY,A 45-year-old Hispanic Male,0.8580481622306717,0.0017924126265818849,0.5991245722836586,0.0006704444175763679,0.9415524388535185,0.00010995040802135989,225.66666666666666,263.0,0.0,False,3,3
mistral_medium,WY,A 45-year-old Caucasian Male,0.8593155893536122,0.003104549737367806,0.6260203056845399,0.002077598628402165,0.9427160833615216,0.0020354970286035907,226.0,263.0,0.0,False,3,3
mistral_medium,WY,A 45-year-old African American Female,0.8593155893536122,0.003104549737367806,0.6083353103776199,0.014299923063166322,0.9402444108500895,0.001959781350434238,226.0,263.0,0.0,False,3,3
mistral_medium,WY,A 45-year-old Hispanic Female,0.8618504435994931,0.0017924126265818849,0.6101055707079511,0.013049857490412145,0.9430233947840887,0.0019702954186442455,226.66666666666666,263.0,0.0,False,3,3
mistral_medium,WY,A 45-year-old Caucasian Female,0.8593155893536122,0.003104549737367806,0.6087579321695363,0.013970920748962556,0.9415524388535185,0.00010995040802135989,226.0,263.0,0.0,False,3,3
qwen3_32b,BO,A 25-year-old African American Male,0.8871989860583017,0.017098526696111574,0.6486049138939922,0.024967746828596028,0.9304804204304752,0.01651846431450405,233.33333333333334,263.0,0.0,False,3,3
qwen3_32b,BO,A 25-year-old Hispanic Male,0.9328263624841572,0.004742278056747709,0.6531001420411816,0.028673929383552108,0.9721378041268495,0.0032475691143173035,245.33333333333334,263.0,0.0,False,3,3
qwen3_32b,BO,A 25-year-old African American Female,0.8555133079847909,0.011193613265307798,0.5851299035675909,0.006318460272203764,0.9011437654533371,0.008327426579676814,225.0,263.0,0.0,False,3,3
qwen3_32b,BO,A 25-year-old Hispanic Female,0.9340937896070977,0.0017924126265818849,0.6521211483534747,0.023683822880223766,0.9760748347558361,0.0031811044621216046,245.66666666666666,263.0,0.0,False,3,3
qwen3_32b,BO,A 25-year-old Caucasian Female,0.9315589353612167,0.0,0.6522518851957692,0.025579033683566822,0.9708260069711084,0.00186972382364456,245.0,263.0,0.0,False,3,3
qwen3_32b,BO,A 45-year-old African American Male,0.861850443599493,0.0064626356319300235,0.6349247915373618,0.03856940634208026,0.9014066323461402,0.008093180351549361,226.66666666666666,263.0,0.0,True,3,3
qwen3_32b,BO,A 45-year-old Hispanic Male,0.908745247148289,0.003104549737367806,0.6860505547307184,0.01876055922041107,0.9443469164139288,0.00323471560041599,239.0,263.0,0.0,False,3,3
qwen3_32b,BO,A 45-year-old Caucasian Male,0.9062103929024081,0.004742278056747709,0.6350281970698552,0.02322205409041186,0.9443953940606998,0.006456004731646623,238.33333333333334,263.0,0.0,False,3,3
qwen3_32b,BO,A 45-year-old Hispanic Female,0.908745247148289,0.016131713639236808,0.6379537609092831,0.03562342827305494,0.9507759390344205,0.012404661975580327,239.0,263.0,0.0,False,3,3
qwen3_32b,BO,A 25-year-old Caucasian Male,0.9328263624841572,0.007812945504396651,0.6530648067032225,0.03044587223900063,0.972144552622065,0.006470934772667042,245.33333333333334,263.0,0.0,False,3,3
qwen3_32b,BO,A 45-year-old African American Female,0.8770595690747783,0.01871333721195617,0.6275479051273091,0.011170960837539578,0.9235815015981741,0.015487013404617417,230.66666666666666,263.0,0.0,True,3,3
qwen3_32b,BO,A 45-year-old Caucasian Female,0.9226869455006336,0.009484556113495407,0.6281002847109524,0.006397056261199651,0.9629015163308933,0.009888424646918512,242.66666666666666,263.0,0.0,False,3,3
qwen3_32b,BY,A 25-year-old African American Male,0.7275031685678073,0.011753635608993285,0.5446385801291168,0.00578582745396994,0.8823409998094323,0.012989491773495546,191.33333333333334,263.0,0.0,True,3,3
qwen3_32b,BY,A 25-year-old Hispanic Male,0.7655259822560202,0.004742278056747749,0.5623310930875719,0.009410047322608249,0.9219345577439416,0.003748398916339967,201.33333333333334,263.0,0.0,False,3,3
qwen3_32b,BY,A 25-year-old African American Female,0.6958174904942966,0.014226834170243107,0.5095112743149531,0.010334739044010598,0.8482291798455868,0.017554681156271484,183.0,263.0,0.0,True,3,3
qwen3_32b,BY,A 25-year-old Hispanic Female,0.761723700887199,0.0064626356319300235,0.55651406757178,0.0031009007840079096,0.9231473460758973,0.0024628808050630242,200.33333333333334,263.0,0.0,False,3,3
qwen3_32b,BY,A 25-year-old Caucasian Female,0.7642585551330798,0.003104549737367806,0.5614629259398659,0.008119929714846586,0.9204410693178257,0.0021725650331910814,201.0,263.0,0.0,False,3,3
qwen3_32b,BY,A 45-year-old African American Male,0.7097591888466414,0.0017924126265818326,0.5351922547357568,0.014389359950249687,0.8551006050372871,0.0089944720510368,186.66666666666666,263.0,0.0,False,3,3
qwen3_32b,BY,A 45-year-old Hispanic Male,0.7465145754119139,0.0017924126265818326,0.5576509332999041,0.0011438068286484654,0.8987754289055171,0.003381110875245373,196.33333333333334,263.0,0.0,False,3,3
qwen3_32b,BY,A 45-year-old Caucasian Male,0.743979721166033,0.0064626356319300235,0.5466424482021006,0.004371525646333978,0.8960061849685278,0.00942069176710611,195.66666666666666,263.0,0.0,False,3,3
qwen3_32b,BY,A 45-year-old Hispanic Female,0.750316856780735,0.010902820363805615,0.5523914228521937,0.012750024181928029,0.9077777430379118,0.007846763764739825,197.33333333333334,263.0,0.0,False,3,3
qwen3_32b,BY,A 25-year-old Caucasian Male,0.7629911280101395,0.0047422780567476985,0.5566761259083811,0.0038978437098845663,0.9218610803973202,0.007342357198359227,200.66666666666666,263.0,0.0,False,3,3
qwen3_32b,BY,A 45-year-old African American Female,0.7249683143219264,0.012925271263860009,0.5397978061887804,0.014851128631144775,0.883602024162367,0.0074174504759565146,190.66666666666666,263.0,0.0,False,3,3
qwen3_32b,BY,A 45-year-old Caucasian Female,0.7515842839036755,0.006462635631929987,0.5479128394484505,0.004694804464004453,0.9066980503124343,0.007773184884186617,197.66666666666666,263.0,0.0,False,3,3
qwen3_32b,LO,A 25-year-old African American Male,0.8339670468948035,0.014671529661331107,0.5856147384819641,0.006369407192155173,0.893713640133423,0.012600836325595726,219.33333333333334,263.0,0.0,False,3,3
qwen3_32b,LO,A 25-year-old Hispanic Male,0.8783269961977186,0.005377237879745603,0.6155215445665602,0.021144846282981803,0.9296102839115766,0.005138824095996848,231.0,263.0,0.0,False,3,3
qwen3_32b,LO,A 25-year-old African American Female,0.8136882129277566,0.008213866537906052,0.5710876806131071,0.011071054025684302,0.8684782447853809,0.0057663660027268615,214.0,263.0,0.0,False,3,3
qwen3_32b,LO,A 25-year-old Hispanic Female,0.8719898605830165,0.0017924126265818849,0.6105148463313617,0.01733185920591369,0.9254347266851206,0.001855353950670745,229.33333333333334,263.0,0.0,False,3,3
qwen3_32b,LO,A 25-year-old Caucasian Female,0.8808618504435994,0.0017924126265818849,0.6173761411796153,0.01786888365274867,0.9323860158724738,0.0037837546348153217,231.66666666666666,263.0,0.0,False,3,3
qwen3_32b,LO,A 45-year-old African American Male,0.8086185044359949,0.0064626356319300235,0.5693085538718679,0.01573736468027938,0.8643083537927104,0.006987787833716031,212.66666666666666,263.0,0.0,False,3,3
qwen3_32b,LO,A 45-year-old Hispanic Male,0.8479087452471483,0.003104549737367761,0.6080408264825979,0.016159477028136967,0.8999384385820285,0.00494418006682374,223.0,263.0,0.0,True,3,3
qwen3_32b,LO,A 45-year-old Caucasian Male,0.8555133079847909,0.008213866537906052,0.6000422674195031,0.013593353838460422,0.905585591941966,0.010502030170908548,225.0,263.0,0.0,False,3,3
qwen3_32b,LO,A 45-year-old Hispanic Female,0.8580481622306717,0.011753635608993304,0.5899459820250722,0.007870867249038295,0.9145198247706746,0.0119490915784954,225.66666666666666,263.0,0.0,True,3,3
qwen3_32b,LO,A 25-year-old Caucasian Male,0.8719898605830165,0.0017924126265818849,0.5982291541384847,0.0018328374651607232,0.9254977427358403,0.0036246056547697,229.33333333333334,263.0,0.0,False,3,3
qwen3_32b,LO,A 45-year-old African American Female,0.8276299112801014,0.021132233207266236,0.5826953672842493,0.023021824251897218,0.8880547409921001,0.0148172709069853,217.66666666666666,263.0,0.0,False,3,3
qwen3_32b,LO,A 45-year-old Caucasian Female,0.8719898605830165,0.009484556113495407,0.5978484059281347,0.00640265556023339,0.9243677444504498,0.009999804213257867,229.33333333333334,263.0,0.0,False,3,3
qwen3_32b,LY,A 25-year-old African American Male,0.8365019011406845,0.02464159961371812,0.5925306425188765,0.025832245919696614,0.9149788558965307,0.017779535646991813,220.0,263.0,0.0,False,3,3
qwen3_32b,LY,A 25-year-old Hispanic Male,0.8833967046894804,0.0017924126265818849,0.6128092209229963,0.0017637161225843643,0.95741284678485,0.003812276424039875,232.33333333333334,263.0,0.0,True,3,3
qwen3_32b,LY,A 25-year-old African American Female,0.8124207858048162,0.009484556113495397,0.5651218011426006,0.005510871439602747,0.8874278908862552,0.006977543576193279,213.66666666666666,263.0,0.0,False,3,3
qwen3_32b,LY,A 25-year-old Hispanic Female,0.8795944233206591,0.004742278056747709,0.6109175383230325,0.0022122359313580284,0.9559237214424191,0.0037727155058507387,231.33333333333334,263.0,0.0,True,3,3
qwen3_32b,LY,A 25-year-old Caucasian Female,0.8846641318124208,0.004742278056747709,0.6136130750573835,0.0027508052070177964,0.9587776187189719,0.0034354841266049287,232.66666666666666,263.0,0.0,False,3,3
qwen3_32b,LY,A 45-year-old African American Male,0.8111533586818759,0.013999190135852024,0.5738670131409199,0.02191484841042055,0.8845453507812516,0.010848095854614425,213.33333333333334,263.0,0.0,False,3,3
qwen3_32b,LY,A 45-year-old Hispanic Male,0.8517110266159694,0.006209099474735567,0.5921396311931318,0.00444443580805598,0.928163552266852,0.0076620993188650476,224.0,263.0,0.0,False,3,3
qwen3_32b,LY,A 45-year-old Caucasian Male,0.8567807351077312,0.011753635608993304,0.5941583548992649,0.007669354747834398,0.9285376498422854,0.01098450619164324,225.33333333333334,263.0,0.0,False,3,3
qwen3_32b,LY,A 45-year-old Hispanic Female,0.8669201520912547,0.009313649212103328,0.6121435535389655,0.014700403377815741,0.9407635630733031,0.009747275411671995,228.0,263.0,0.0,False,3,3
qwen3_32b,LY,A 25-year-old Caucasian Male,0.8795944233206591,0.0017924126265818849,0.6101564933227902,0.0018783090883727083,0.9532928242442785,0.003789700714392243,231.33333333333334,263.0,0.0,False,3,3
qwen3_32b,LY,A 45-year-old African American Female,0.8288973384030419,0.017285401390349637,0.586725349860995,0.01708434532000765,0.907957209209293,0.011109669196083775,218.0,263.0,0.0,False,3,3
qwen3_32b,LY,A 45-year-old Caucasian Female,0.8770595690747781,0.007812945504396693,0.607846375944202,0.005429909748503176,0.9492394529633893,0.008449344603038846,230.66666666666666,263.0,0.0,False,3,3
qwen3_32b,WO,A 25-year-old African American Male,0.8453738910012674,0.025850542527720056,0.583751260828511,0.015653350160068146,0.9084948875701282,0.021107456569200513,222.33333333333334,263.0,0.0,False,3,3
qwen3_32b,WO,A 25-year-old Hispanic Male,0.9024081115335868,0.0017924126265818324,0.6187595065401367,0.0017949615233365497,0.9579886377625876,0.0037717876831860945,237.33333333333334,263.0,0.0,False,3,3
qwen3_32b,WO,A 25-year-old African American Female,0.8250950570342205,0.008213866537906052,0.568802976439953,0.0035669846792345306,0.8832607675536761,0.0024551077298607337,217.0,263.0,0.0,False,3,3
qwen3_32b,WO,A 25-year-old Hispanic Female,0.8973384030418251,0.003104549737367806,0.6162571306175172,0.0010284416798397391,0.9552225623098739,0.003115591470810976,236.0,263.0,0.0,False,3,3
qwen3_32b,WO,A 25-year-old Caucasian Female,0.9024081115335868,0.0035848252531637177,0.6187637617116911,0.0019193557945286397,0.9579995307383915,0.00199959655304374,237.33333333333334,263.0,0.0,False,3,3
qwen3_32b,WO,A 45-year-old African American Male,0.8187579214195185,0.009484556113495407,0.5649527392576105,0.006141388608350893,0.877702886949581,0.008966374586933216,215.33333333333334,263.0,0.0,False,3,3
qwen3_32b,WO,A 45-year-old Hispanic Male,0.870722433460076,0.008213866537906019,0.5990895640223947,0.005417218538225007,0.9294758167098592,0.008328630584911196,229.0,263.0,0.0,False,3,3
qwen3_32b,WO,A 45-year-old Caucasian Male,0.8757921419518376,0.012546888386073056,0.6008555575518953,0.00803409950021584,0.9297636549190383,0.011693073659467505,230.33333333333334,263.0,0.0,True,3,3
qwen3_32b,WO,A 45-year-old Hispanic Female,0.8821292775665399,0.011193613265307798,0.6194047836022025,0.01768537787808296,0.9377053042521473,0.012473035308588624,232.0,263.0,0.0,False,3,3
qwen3_32b,WO,A 25-year-old Caucasian Male,0.9011406844106463,0.003104549737367761,0.6180152911753526,0.0026603351044996787,0.9566677618329504,0.004965875159003488,237.0,263.0,0.0,False,3,3
qwen3_32b,WO,A 45-year-old African American Female,0.8377693282636249,0.018713337211956168,0.5789005688809311,0.01057159363706808,0.9016013930394154,0.012813633092282584,220.33333333333334,263.0,0.0,False,3,3
qwen3_32b,WO,A 45-year-old Caucasian Female,0.8884664131812422,0.00997973114576907,0.6089856436655418,0.00670840194600228,0.941938879099932,0.01055565420846227,233.66666666666666,263.0,0.0,True,3,3
qwen3_32b,WY,A 25-year-old African American Male,0.8238276299112801,0.021132233207266236,0.5860100771470473,0.0223273750731932,0.9125889207173419,0.01402519365936466,216.66666666666666,263.0,0.0,False,3,3
qwen3_32b,WY,A 25-year-old Hispanic Male,0.8580481622306717,0.0017924126265818849,0.5988078277624208,0.0007327974644917305,0.9415429702610715,0.00010390427071490466,225.66666666666666,263.0,0.0,False,3,3
qwen3_32b,WY,A 25-year-old African American Female,0.7997465145754119,0.012546888386073056,0.5667533393483488,0.004951920841967673,0.8819959716706599,0.011099779450299236,210.33333333333334,263.0,0.0,False,3,3
qwen3_32b,WY,A 25-year-old Hispanic Female,0.8555133079847909,0.003104549737367806,0.6055447759680513,0.012718917658882849,0.9387048051511927,0.00383265945389482,225.0,263.0,0.0,False,3,3
qwen3_32b,WY,A 25-year-old Caucasian Female,0.8555133079847909,0.003104549737367806,0.5970910538811774,0.0017336951934573,0.9387814095992727,0.0020313297876316753,225.0,263.0,0.0,True,3,3
qwen3_32b,WY,A 45-year-old African American Male,0.7908745247148289,0.003104549737367806,0.5538509683830256,0.0016863700013383678,0.8760103332370095,0.0021165668436358325,208.0,263.0,0.0,False,3,3
qwen3_32b,WY,A 45-year-old Hispanic Male,0.8339670468948035,0.006462635631930037,0.5833292801044605,0.0034819728947405263,0.920259896408429,0.0037133537360222,219.33333333333334,263.0,0.0,False,3,3
qwen3_32b,WY,A 45-year-old Caucasian Male,0.8301647655259822,0.010902820363805615,0.579220655892903,0.007232866059184534,0.9109646300505542,0.010546772965783819,218.33333333333334,263.0,0.0,False,3,3
qwen3_32b,WY,A 45-year-old Hispanic Female,0.841571609632446,0.012546888386073105,0.5967764050299462,0.015186997344220583,0.9246694900808841,0.012405074170976981,221.33333333333334,263.0,0.0,False,3,3
qwen3_32b,WY,A 25-year-old Caucasian Male,0.8542458808618504,0.0017924126265818849,0.5962643799059821,0.0016503436564558876,0.9373924480574288,0.0032901839533121865,224.66666666666666,263.0,0.0,True,3,3
qwen3_32b,WY,A 45-year-old African American Female,0.8111533586818758,0.02019946444931465,0.5768325614942817,0.015553446248665776,0.8998028559664587,0.015182429513291454,213.33333333333334,263.0,0.0,False,3,3
qwen3_32b,WY,A 45-year-old Caucasian Female,0.8529784537389099,0.0078129455043967,0.5947111426104201,0.00544804130539918,0.9347006748291712,0.008542737330816706,224.33333333333334,263.0,0.0,False,3,3
