model,group,persona_text,accuracy_mean,accuracy_std,macro_f1_3class_mean,macro_f1_3class_std,macro_f1_binary_mean,macro_f1_binary_std,correct_mean,total_mean,missing_mean,matches_group,valid_runs,total_runs
mistral_medium,LY,A 25-year-old Hispanic Female,0.8922686945500633,0.0017924126265818849,0.6291724501614774,0.014596406782897036,0.9656500947991772,0.001907938496761318,234.66666666666666,263.0,0.0,True,3,3
mistral_medium,LY,A 25-year-old Caucasian Female,0.8948035487959443,0.0017924126265818849,0.6505816211299535,0.0013332292244632132,0.9669768248238189,6.181543676782077e-05,235.33333333333334,263.0,0.0,False,3,3
mistral_medium,LY,A 45-year-old African American Male,0.8897338403041825,0.003104549737367761,0.6377941139981665,0.014991843562358675,0.9655175313371069,0.001813450789872192,234.0,263.0,0.0,False,3,3
mistral_medium,LY,A 45-year-old Hispanic Male,0.8922686945500633,0.0017924126265818849,0.619089701755258,0.000652602945729649,0.9670205349383393,6.181543676782077e-05,234.66666666666666,263.0,0.0,False,3,3
mistral_medium,LY,A 45-year-old Caucasian Male,0.8935361216730038,0.003104549737367806,0.6496066473563674,0.002176137438508373,0.9682676278823742,0.0019822767421864766,235.0,263.0,0.0,False,3,3
mistral_medium,LY,A 45-year-old African American Female,0.8935361216730038,0.003104549737367806,0.6296341851059709,0.01618197068721248,0.9656938049136977,0.001938095031223617,235.0,263.0,0.0,False,3,3
mistral_medium,LY,A 45-year-old Hispanic Female,0.8960709759188847,0.0017924126265818849,0.6313926407232114,0.014939889529174773,0.9684380327184848,0.001942829148547718,235.66666666666666,263.0,0.0,False,3,3
mistral_medium,LY,A 45-year-old Caucasian Female,0.8960709759188847,0.004742278056747748,0.6318206017407849,0.01485038490949737,0.9697651811839343,0.003912789897064055,235.66666666666666,263.0,0.0,False,3,3
mistral_medium,WO,A 25-year-old African American Male,0.9062103929024081,0.0017924126265818849,0.6582881318562275,0.028582347120990347,0.9593161952152606,0.0033558453454676446,238.33333333333334,263.0,0.0,False,3,3
mistral_medium,WO,A 25-year-old Hispanic Male,0.9125475285171104,1.1102230246251565e-16,0.6383813157527632,0.018435850194096097,0.9674492173677661,5.211769162975392e-05,240.0,263.0,0.0,False,3,3
mistral_medium,WO,A 25-year-old Caucasian Male,0.9125475285171104,1.1102230246251565e-16,0.6388498154916077,0.01811366124600127,0.9687781551758361,0.0019059952089171444,240.0,263.0,0.0,False,3,3
mistral_medium,WO,A 25-year-old African American Female,0.9074778200253485,0.0035848252531637697,0.6488081817777992,0.019481668301258047,0.9620143495817656,0.001938972472507337,238.66666666666666,263.0,0.0,False,3,3
mistral_medium,WO,A 25-year-old Hispanic Female,0.9112801013941697,0.0017924126265818849,0.6383440576329087,0.019291367434496436,0.9661030562935965,0.0018782427935608724,239.66666666666666,263.0,0.0,False,3,3
mistral_medium,WO,A 25-year-old Caucasian Female,0.9138149556400507,0.0017924126265818326,0.6656954949024941,0.0017563822104456426,0.9674123645945949,5.211769162975392e-05,240.33333333333334,263.0,0.0,False,3,3
mistral_medium,WO,A 45-year-old African American Male,0.9062103929024081,0.0064626356319300235,0.6480036740261503,0.0217193758328005,0.9632633305342351,0.003343715713202279,238.33333333333334,263.0,0.0,False,3,3
mistral_medium,WO,A 45-year-old Hispanic Male,0.9112801013941699,0.0017924126265818849,0.624920375821235,0.000600793619360583,0.9674492173677661,5.211769162975392e-05,239.66666666666666,263.0,0.0,False,3,3
mistral_medium,WO,A 45-year-old Caucasian Male,0.9125475285171104,0.003104549737367761,0.6641954323607816,0.0025179689770240036,0.9687038954524535,0.0019585061919752417,240.0,263.0,0.0,True,3,3
mistral_medium,WO,A 45-year-old African American Female,0.9125475285171102,0.003104549737367761,0.6387690139402179,0.02082258051676908,0.9661399090667677,0.0019037592482294208,240.0,263.0,0.0,False,3,3
mistral_medium,WO,A 45-year-old Hispanic Female,0.915082382762991,0.0017924126265818326,0.6405167215702785,0.019591047211738006,0.9688474952209581,0.001925345812320389,240.66666666666666,263.0,0.0,False,3,3
