model,run,group,persona_text,accuracy,macro_f1_3class,macro_f1_binary,correct,total,missing,matches_group
gpt_oss_120b,r3,BO,A 45-year-old Caucasian Male,0.9391634980988594,0.6902329043505514,0.9799523969265667,247,263,0,False
gpt_oss_120b,r3,BO,A 45-year-old African American Female,0.9315589353612167,0.6365689865689865,0.9799070903859446,245,263,0,True
gpt_oss_120b,r3,BO,A 45-year-old Hispanic Female,0.935361216730038,0.681502217894623,0.9878158623061428,246,263,0,False
gpt_oss_120b,r3,BO,A 45-year-old Caucasian Female,0.9391634980988594,0.6858343583435834,0.9878885159784037,247,263,0,False
gpt_oss_120b,r3,BY,A 25-year-old African American Male,0.7718631178707225,0.5765715878472545,0.9307814992025518,203,263,0,True
gpt_oss_120b,r3,BY,A 25-year-old Hispanic Male,0.7756653992395437,0.5784455344434392,0.9311216429699842,204,263,0,False
gpt_oss_120b,r3,BY,A 25-year-old Caucasian Male,0.7756653992395437,0.5793689101697751,0.9354496005439401,204,263,0,False
gpt_oss_120b,r3,BY,A 25-year-old African American Female,0.7680608365019012,0.587547299621603,0.9344878859441966,202,263,0,True
gpt_oss_120b,r3,BY,A 25-year-old Hispanic Female,0.7756653992395437,0.5783188405797102,0.9310751849587926,204,263,0,False
gpt_oss_120b,r3,BY,A 25-year-old Caucasian Female,0.7870722433460076,0.5996805360760481,0.9446428571428571,207,263,0,False
gpt_oss_120b,r3,BY,A 45-year-old African American Male,0.779467680608365,0.5940701754385965,0.9353727025187202,205,263,0,False
gpt_oss_120b,r3,BY,A 45-year-old Hispanic Male,0.7718631178707225,0.5772573099415205,0.9350459661482946,203,263,0,False
gpt_oss_120b,r3,BY,A 45-year-old Caucasian Male,0.7718631178707225,0.5765460035775903,0.9307284683649365,203,263,0,False
gpt_oss_120b,r3,BY,A 45-year-old African American Female,0.7756653992395437,0.5792382545139211,0.9353727025187202,204,263,0,False
gpt_oss_120b,r3,BY,A 45-year-old Hispanic Female,0.779467680608365,0.6058525073746313,0.9350459661482946,205,263,0,False
gpt_oss_120b,r3,BY,A 45-year-old Caucasian Female,0.7756653992395437,0.5811619055285165,0.9441268191268191,204,263,0,False
gpt_oss_120b,r3,LO,A 25-year-old African American Male,0.8859315589353612,0.6097867131416241,0.9466884491639855,233,263,0,False
gpt_oss_120b,r3,LO,A 25-year-old Hispanic Male,0.8859315589353612,0.6083240431066518,0.9428240740740741,233,263,0,False
gpt_oss_120b,r3,LO,A 25-year-old Caucasian Male,0.8859315589353612,0.6097116529481803,0.9467665418227216,233,263,0,False
gpt_oss_120b,r3,LO,A 25-year-old African American Female,0.8631178707224335,0.5985085474136569,0.9374515378650814,227,263,0,False
gpt_oss_120b,r3,LO,A 25-year-old Hispanic Female,0.8897338403041825,0.6113529900889874,0.9469475423378768,234,263,0,False
gpt_oss_120b,r3,LO,A 25-year-old Caucasian Female,0.8783269961977186,0.6054467420991027,0.9423490654833938,231,263,0,False
gpt_oss_120b,r3,LO,A 45-year-old African American Male,0.8821292775665399,0.6082068753548898,0.9464246665208834,232,263,0,False
gpt_oss_120b,r3,LO,A 45-year-old Hispanic Male,0.8821292775665399,0.6077276113377197,0.9463343948507978,232,263,0,True
gpt_oss_120b,r3,LO,A 45-year-old Caucasian Male,0.8783269961977186,0.6044049659757934,0.938388071663522,231,263,0,False
gpt_oss_120b,r3,LO,A 45-year-old African American Female,0.8821292775665399,0.6069131499232333,0.9425425425425425,232,263,0,False
gpt_oss_120b,r3,LO,A 45-year-old Hispanic Female,0.8783269961977186,0.6074125455204704,0.95,231,263,0,True
gpt_oss_120b,r3,LO,A 45-year-old Caucasian Female,0.8745247148288974,0.6038557993730408,0.9420624151967436,230,263,0,False
gpt_oss_120b,r3,LY,A 25-year-old African American Male,0.8935361216730038,0.6219376274893277,0.9750827129859387,235,263,0,False
gpt_oss_120b,r3,LY,A 25-year-old Hispanic Male,0.8973384030418251,0.6232753386512573,0.9751913613996719,236,263,0,True
gpt_oss_120b,r3,LY,A 25-year-old Caucasian Male,0.8935361216730038,0.6218054789483362,0.9750930136420008,235,263,0,False
gpt_oss_120b,r3,LY,A 25-year-old African American Female,0.8821292775665399,0.6419597747398577,0.9705752485914623,232,263,0,False
gpt_oss_120b,r3,LY,A 25-year-old Hispanic Female,0.8973384030418251,0.6233887265835244,0.9751913613996719,236,263,0,True
gpt_oss_120b,r3,LY,A 25-year-old Caucasian Female,0.8897338403041825,0.6204495093383983,0.9749843652282677,234,263,0,False
gpt_oss_120b,r3,LY,A 45-year-old African American Male,0.8897338403041825,0.6204744860789965,0.9749721913236931,234,263,0,False
gpt_oss_120b,r3,LY,A 45-year-old Hispanic Male,0.8935361216730038,0.6230190153410831,0.9791373285349189,235,263,0,False
gpt_oss_120b,r3,LY,A 45-year-old Caucasian Male,0.8859315589353612,0.6166666666666667,0.9667586206896552,233,263,0,False
gpt_oss_120b,r3,LY,A 45-year-old African American Female,0.8935361216730038,0.6494858368557188,0.966905982905983,235,263,0,False
gpt_oss_120b,r3,LY,A 45-year-old Hispanic Female,0.8897338403041825,0.6228454012158379,0.9831635540464063,234,263,0,False
gpt_oss_120b,r3,LY,A 45-year-old Caucasian Female,0.8859315589353612,0.6189870735325281,0.9748738435660218,233,263,0,False
gpt_oss_120b,r3,WO,A 25-year-old African American Male,0.9125475285171103,0.6275508619350831,0.9753753753753753,240,263,0,False
gpt_oss_120b,r3,WO,A 25-year-old Hispanic Male,0.9163498098859315,0.628954730220553,0.9754960317460317,241,263,0,False
gpt_oss_120b,r3,WO,A 25-year-old Caucasian Male,0.908745247148289,0.625125326883521,0.9713358302122348,239,263,0,False
gpt_oss_120b,r3,WO,A 25-year-old African American Female,0.9011406844106464,0.6539325100210709,0.9709553487577904,237,263,0,False
gpt_oss_120b,r3,WO,A 25-year-old Hispanic Female,0.9163498098859315,0.6290774877314528,0.9754960317460317,241,263,0,False
gpt_oss_120b,r3,WO,A 25-year-old Caucasian Female,0.908745247148289,0.6261631771352608,0.9752924566357403,239,263,0,False
gpt_oss_120b,r3,WO,A 45-year-old African American Male,0.908745247148289,0.6260111880549837,0.9752525252525253,239,263,0,False
gpt_oss_120b,r3,WO,A 45-year-old Hispanic Male,0.9125475285171103,0.6284442780793146,0.9793593826349223,240,263,0,False
gpt_oss_120b,r3,WO,A 45-year-old Caucasian Male,0.9049429657794676,0.6221309945885426,0.9671122994652406,238,263,0,True
gpt_oss_120b,r3,WO,A 45-year-old African American Female,0.9049429657794676,0.6222808924781281,0.9671671671671671,238,263,0,False
gpt_oss_120b,r3,WO,A 45-year-old Hispanic Female,0.9011406844106464,0.6228920211427132,0.975,237,263,0,False
gpt_oss_120b,r3,WO,A 45-year-old Caucasian Female,0.9049429657794676,0.6246245306633291,0.9751696065128901,238,263,0,True
gpt_oss_120b,r3,WY,A 25-year-old African American Male,0.8593155893536122,0.6019000756196015,0.9495227995758218,226,263,0,False
gpt_oss_120b,r3,WY,A 25-year-old Hispanic Male,0.8631178707224335,0.6032654792196777,0.9497476871320437,227,263,0,False
gpt_oss_120b,r3,WY,A 25-year-old Caucasian Male,0.8555133079847909,0.5991594850516012,0.9453540330984298,225,263,0,True
gpt_oss_120b,r3,WY,A 25-year-old African American Female,0.8555133079847909,0.624470708495152,0.9531609559876062,225,263,0,False
gpt_oss_120b,r3,WY,A 25-year-old Hispanic Female,0.8631178707224335,0.6034119774514638,0.9497476871320437,227,263,0,False
gpt_oss_120b,r3,WY,A 25-year-old Caucasian Female,0.8555133079847909,0.6003409267007593,0.9493228795438347,225,263,0,True
gpt_oss_120b,r3,WY,A 45-year-old African American Male,0.8555133079847909,0.6003754151224912,0.9492939666238767,225,263,0,False
gpt_oss_120b,r3,WY,A 45-year-old Hispanic Male,0.8593155893536122,0.6029102693683721,0.9535037186323994,226,263,0,False
gpt_oss_120b,r3,WY,A 45-year-old Caucasian Male,0.8517110266159695,0.5965995096471591,0.9410724391624222,224,263,0,False
gpt_oss_120b,r3,WY,A 45-year-old African American Female,0.8669201520912547,0.631101596532149,0.949719495091164,228,263,0,False
gpt_oss_120b,r3,WY,A 45-year-old Hispanic Female,0.8479087452471483,0.5972871666262168,0.9488240418118467,223,263,0,False
gpt_oss_120b,r3,WY,A 45-year-old Caucasian Female,0.8517110266159695,0.5988173046996575,0.9490940465918896,224,263,0,False
mistral_medium,r3,BO,A 25-year-old African American Male,0.9239543726235742,0.6314319377577345,0.971924082719674,243,263,0,False
mistral_medium,r3,BO,A 25-year-old Hispanic Male,0.935361216730038,0.6367067276158186,0.9760941057424741,246,263,0,False
mistral_medium,r3,BO,A 25-year-old Caucasian Male,0.9315589353612167,0.6366076057454789,0.9799277398635087,245,263,0,False
mistral_medium,r3,BO,A 25-year-old African American Female,0.9315589353612167,0.6353038839030366,0.9760099401044985,245,263,0,False
mistral_medium,r3,BO,A 25-year-old Hispanic Female,0.9315589353612167,0.6353038839030366,0.9760099401044985,245,263,0,False
mistral_medium,r3,BO,A 25-year-old Caucasian Female,0.9315589353612167,0.6366076057454789,0.9799277398635087,245,263,0,False
mistral_medium,r3,BO,A 45-year-old African American Male,0.9201520912547528,0.6288065843621399,0.967899332306112,242,263,0,True
mistral_medium,r3,BO,A 45-year-old Hispanic Male,0.9315589353612167,0.6354318586938908,0.9760099401044985,245,263,0,False
mistral_medium,r3,BO,A 45-year-old Caucasian Male,0.9315589353612167,0.6366076057454789,0.9799277398635087,245,263,0,False
mistral_medium,r3,BO,A 45-year-old African American Female,0.935361216730038,0.6378828390860477,0.9799984062475098,246,263,0,True
mistral_medium,r3,BO,A 45-year-old Hispanic Female,0.935361216730038,0.6378828390860477,0.9799984062475098,246,263,0,False
mistral_medium,r3,BO,A 45-year-old Caucasian Female,0.935361216730038,0.6378828390860477,0.9799984062475098,246,263,0,False
mistral_medium,r3,BY,A 25-year-old African American Male,0.7566539923954373,0.5539621061446666,0.9212541013488881,199,263,0,True
mistral_medium,r3,BY,A 25-year-old Hispanic Male,0.7680608365019012,0.55994227994228,0.9265065318162664,202,263,0,False
mistral_medium,r3,BY,A 25-year-old Caucasian Male,0.7642585551330798,0.5595121724153982,0.9304825455403695,201,263,0,False
mistral_medium,r3,BY,A 25-year-old African American Female,0.7642585551330798,0.5583055246570263,0.9261904761904762,201,263,0,True
mistral_medium,r3,BY,A 25-year-old Hispanic Female,0.7680608365019012,0.5609936967000371,0.9307814992025518,202,263,0,False
mistral_medium,r3,BY,A 25-year-old Caucasian Female,0.7642585551330798,0.5595121724153982,0.9304825455403695,201,263,0,False
mistral_medium,r3,BY,A 45-year-old African American Male,0.7566539923954373,0.5538647680208478,0.9212135516124187,199,263,0,False
mistral_medium,r3,BY,A 45-year-old Hispanic Male,0.7642585551330798,0.5583894017628958,0.9261904761904762,201,263,0,False
mistral_medium,r3,BY,A 45-year-old Caucasian Male,0.7642585551330798,0.5595121724153982,0.9304825455403695,201,263,0,False
mistral_medium,r3,BY,A 45-year-old African American Female,0.7680608365019012,0.5610667779342479,0.9307814992025518,202,263,0,False
mistral_medium,r3,BY,A 45-year-old Hispanic Female,0.7680608365019012,0.5610667779342479,0.9307814992025518,202,263,0,False
mistral_medium,r3,BY,A 45-year-old Caucasian Female,0.7680608365019012,0.5610667779342479,0.9307814992025518,202,263,0,False
mistral_medium,r3,LO,A 25-year-old African American Male,0.870722433460076,0.5994184722998283,0.9304795943811819,229,263,0,False
mistral_medium,r3,LO,A 25-year-old Hispanic Male,0.8821292775665399,0.604801135487056,0.9349721402818748,232,263,0,False
mistral_medium,r3,LO,A 25-year-old Caucasian Male,0.8783269961977186,0.6045998445998446,0.9385767790262172,231,263,0,False
mistral_medium,r3,LO,A 25-year-old African American Female,0.8783269961977186,0.6033268858800773,0.9347510236428478,231,263,0,False
mistral_medium,r3,LO,A 25-year-old Hispanic Female,0.8783269961977186,0.6033268858800773,0.9347510236428478,231,263,0,False
mistral_medium,r3,LO,A 25-year-old Caucasian Female,0.8783269961977186,0.6045998445998446,0.9385767790262172,231,263,0,False
mistral_medium,r3,LO,A 45-year-old African American Male,0.8669201520912547,0.5967386240099394,0.926342404684277,228,263,0,False
mistral_medium,r3,LO,A 45-year-old Hispanic Male,0.8783269961977186,0.6034931252322556,0.9347510236428478,231,263,0,True
mistral_medium,r3,LO,A 45-year-old Caucasian Male,0.8783269961977186,0.6045998445998446,0.9385767790262172,231,263,0,False
mistral_medium,r3,LO,A 45-year-old African American Female,0.8821292775665399,0.6059085841694537,0.9387856257744733,232,263,0,False
mistral_medium,r3,LO,A 45-year-old Hispanic Female,0.8821292775665399,0.6059085841694537,0.9387856257744733,232,263,0,True
mistral_medium,r3,LO,A 45-year-old Caucasian Female,0.8821292775665399,0.6059085841694537,0.9387856257744733,232,263,0,False
mistral_medium,r3,LY,A 25-year-old African American Male,0.8935361216730038,0.6495757346579808,0.9669398907103826,235,263,0,False
mistral_medium,r3,LY,A 25-year-old Hispanic Male,0.8935361216730038,0.6195511617236057,0.9670642450528599,235,263,0,True
mistral_medium,r3,LY,A 25-year-old Caucasian Male,0.8935361216730038,0.6496388857044595,0.9669331147092983,235,263,0,False
mistral_medium,r3,LY,A 25-year-old African American Female,0.8935361216730038,0.6497994069422641,0.9629529246353734,235,263,0,False
mistral_medium,r3,LY,A 25-year-old Hispanic Female,0.8935361216730038,0.6497994069422641,0.9629529246353734,235,263,0,True
mistral_medium,r3,LY,A 25-year-old Caucasian Female,0.8935361216730038,0.6496388857044595,0.9669331147092983,235,263,0,False
mistral_medium,r3,LY,A 45-year-old African American Male,0.8859315589353612,0.616657473800331,0.9667998346879736,233,263,0,False
mistral_medium,r3,LY,A 45-year-old Hispanic Male,0.8897338403041825,0.6181667818185624,0.9669331147092983,234,263,0,False
mistral_medium,r3,LY,A 45-year-old Caucasian Male,0.8935361216730038,0.6496388857044595,0.9669331147092983,235,263,0,False
mistral_medium,r3,LY,A 45-year-old African American Female,0.8973384030418251,0.6524670919809415,0.9670642450528599,236,263,0,False
mistral_medium,r3,LY,A 45-year-old Hispanic Female,0.8973384030418251,0.6524670919809415,0.9670642450528599,236,263,0,False
mistral_medium,r3,LY,A 45-year-old Caucasian Female,0.8973384030418251,0.6524670919809415,0.9670642450528599,236,263,0,False
mistral_medium,r3,WO,A 25-year-old African American Male,0.9049429657794676,0.6593096993950223,0.9592731829573935,238,263,0,False
mistral_medium,r3,WO,A 25-year-old Hispanic Male,0.9125475285171103,0.6253452010635786,0.9674860701409373,240,263,0,False
mistral_medium,r3,WO,A 25-year-old Caucasian Male,0.9125475285171103,0.6644535451311326,0.9673755118214238,240,263,0,False
mistral_medium,r3,WO,A 25-year-old African American Female,0.9125475285171103,0.6656162464985994,0.9634475869184285,240,263,0,False
mistral_medium,r3,WO,A 25-year-old Hispanic Female,0.9125475285171103,0.6656162464985994,0.9634475869184285,240,263,0,False
mistral_medium,r3,WO,A 25-year-old Caucasian Female,0.9125475285171103,0.6644535451311326,0.9673755118214238,240,263,0,False
mistral_medium,r3,WO,A 45-year-old African American Male,0.8973384030418251,0.6174041572348496,0.9590791137134873,236,263,0,False
mistral_medium,r3,WO,A 45-year-old Hispanic Male,0.908745247148289,0.6240707253365482,0.9673755118214238,239,263,0,False
mistral_medium,r3,WO,A 45-year-old Caucasian Male,0.9125475285171103,0.6644535451311326,0.9673755118214238,240,263,0,True
mistral_medium,r3,WO,A 45-year-old African American Female,0.9163498098859315,0.6681793944452172,0.9674860701409373,241,263,0,False
mistral_medium,r3,WO,A 45-year-old Hispanic Female,0.9163498098859315,0.6681793944452172,0.9674860701409373,241,263,0,False
mistral_medium,r3,WO,A 45-year-old Caucasian Female,0.9163498098859315,0.6681793944452172,0.9674860701409373,241,263,0,True
mistral_medium,r3,WY,A 25-year-old African American Male,0.8517110266159695,0.6205592605592606,0.9330438436755848,224,263,0,False
mistral_medium,r3,WY,A 25-year-old Hispanic Male,0.8593155893536122,0.5995986480777354,0.9416301855326246,226,263,0,False
mistral_medium,r3,WY,A 25-year-old Caucasian Male,0.8593155893536122,0.6259642401021711,0.9413969454953062,226,263,0,True
mistral_medium,r3,WY,A 25-year-old African American Female,0.8593155893536122,0.625807485837533,0.9374728614850196,226,263,0,False
mistral_medium,r3,WY,A 25-year-old Hispanic Female,0.8593155893536122,0.625807485837533,0.9374728614850196,226,263,0,False
mistral_medium,r3,WY,A 25-year-old Caucasian Female,0.8593155893536122,0.6259642401021711,0.9413969454953062,226,263,0,True
mistral_medium,r3,WY,A 45-year-old African American Male,0.844106463878327,0.5912650281944888,0.9327541145722964,222,263,0,False
mistral_medium,r3,WY,A 45-year-old Hispanic Male,0.8555133079847909,0.5981764206955047,0.9413969454953062,225,263,0,False
mistral_medium,r3,WY,A 45-year-old Caucasian Male,0.8593155893536122,0.6259642401021711,0.9413969454953062,226,263,0,False
mistral_medium,r3,WY,A 45-year-old African American Female,0.8631178707224335,0.628498727735369,0.9416301855326246,227,263,0,False
mistral_medium,r3,WY,A 45-year-old Hispanic Female,0.8631178707224335,0.628498727735369,0.9416301855326246,227,263,0,False
mistral_medium,r3,WY,A 45-year-old Caucasian Female,0.8631178707224335,0.628498727735369,0.9416301855326246,227,263,0,False
qwen3_32b,r3,BO,A 25-year-old African American Male,0.8631178707224335,0.6678145462695427,0.9072203516647961,227,263,0,False
qwen3_32b,r3,BO,A 25-year-old African American Female,0.870722433460076,0.5940528100775194,0.9123492063492064,229,263,0,False
qwen3_32b,r3,BO,A 45-year-old African American Male,0.8555133079847909,0.5847632956066691,0.8999215384861732,225,263,0,True
qwen3_32b,r3,BO,A 25-year-old Hispanic Male,0.9391634980988594,0.6936255047248143,0.9761363636363636,247,263,0,False
qwen3_32b,r3,BO,A 25-year-old Caucasian Male,0.9429657794676806,0.696018826724221,0.9800680218302618,248,263,0,False
qwen3_32b,r3,BO,A 25-year-old Hispanic Female,0.9315589353612167,0.6341974338832155,0.972169193632362,245,263,0,False
qwen3_32b,r3,BO,A 25-year-old Caucasian Female,0.9315589353612167,0.6341647770219199,0.9721481013657536,245,263,0,False
qwen3_32b,r3,BO,A 45-year-old Hispanic Male,0.908745247148289,0.712418799375321,0.9442151384302768,239,263,0,False
qwen3_32b,r3,BO,A 45-year-old Caucasian Male,0.9125475285171103,0.6212496476178969,0.9523058482114694,240,263,0,False
qwen3_32b,r3,BO,A 45-year-old African American Female,0.8745247148288974,0.641946257315317,0.9196670538133953,230,263,0,True
qwen3_32b,r3,BO,A 45-year-old Caucasian Female,0.9125475285171103,0.621232242746187,0.9523329129886506,240,263,0,False
qwen3_32b,r3,BO,A 45-year-old Hispanic Female,0.8973384030418251,0.6134538152610441,0.9439677254098361,236,263,0,False
qwen3_32b,r3,BY,A 25-year-old African American Male,0.7110266159695817,0.5451638237837694,0.8641269841269841,187,263,0,True
qwen3_32b,r3,BY,A 25-year-old African American Female,0.714828897338403,0.5221803270143003,0.8662571993284169,188,263,0,True
qwen3_32b,r3,BY,A 45-year-old African American Male,0.7110266159695817,0.5207713922604266,0.8655072463768116,187,263,0,False
qwen3_32b,r3,BY,A 25-year-old Hispanic Male,0.7718631178707225,0.5755378512536519,0.9265498652291105,203,263,0,False
qwen3_32b,r3,BY,A 25-year-old Caucasian Male,0.7680608365019012,0.561159420289855,0.9307814992025518,202,263,0,False
qwen3_32b,r3,BY,A 25-year-old Hispanic Female,0.7680608365019012,0.55993312579269,0.9265807863938704,202,263,0,False
qwen3_32b,r3,BY,A 25-year-old Caucasian Female,0.7642585551330798,0.5572049782576098,0.9219773047853639,201,263,0,False
qwen3_32b,r3,BY,A 45-year-old Hispanic Male,0.7452471482889734,0.5578026022941277,0.9027590198726606,196,263,0,False
qwen3_32b,r3,BY,A 45-year-old Caucasian Male,0.752851711026616,0.5488114177676328,0.9082259829923381,198,263,0,False
qwen3_32b,r3,BY,A 45-year-old African American Female,0.7300380228136882,0.5583849734225674,0.8795366795366795,192,263,0,False
qwen3_32b,r3,BY,A 45-year-old Caucasian Female,0.7452471482889734,0.5433033656062701,0.8990740740740741,196,263,0,False
qwen3_32b,r3,BY,A 45-year-old Hispanic Female,0.7376425855513308,0.5400351011774004,0.8981481481481481,194,263,0,False
qwen3_32b,r3,LO,A 25-year-old African American Male,0.8136882129277566,0.5941087897609637,0.8765243902439024,214,263,0,False
qwen3_32b,r3,LO,A 25-year-old African American Female,0.8212927756653993,0.5645128205128205,0.8743621297891542,216,263,0,False
qwen3_32b,r3,LO,A 45-year-old African American Male,0.8174904942965779,0.5632308135704874,0.8739816574403041,215,263,0,False
qwen3_32b,r3,LO,A 25-year-old Hispanic Male,0.8821292775665399,0.6450885612278018,0.9310468900773596,232,263,0,False
qwen3_32b,r3,LO,A 25-year-old Caucasian Male,0.8745247148288974,0.600817051693239,0.9306237092110698,230,263,0,False
qwen3_32b,r3,LO,A 25-year-old Hispanic Female,0.8745247148288974,0.599597998195094,0.9270349787512259,230,263,0,False
qwen3_32b,r3,LO,A 25-year-old Caucasian Female,0.8821292775665399,0.6047409323765233,0.9350615344330977,232,263,0,False
qwen3_32b,r3,LO,A 45-year-old Hispanic Male,0.844106463878327,0.616980649462996,0.8982377761231075,222,263,0,True
qwen3_32b,r3,LO,A 45-year-old Caucasian Male,0.8631178707224335,0.591789667896679,0.9149228130360205,227,263,0,False
qwen3_32b,r3,LO,A 45-year-old African American Female,0.8365019011406845,0.6108801966004506,0.8937908496732027,220,263,0,False
qwen3_32b,r3,LO,A 45-year-old Caucasian Female,0.8593155893536122,0.5893167905329321,0.9110067201670256,226,263,0,False
qwen3_32b,r3,LO,A 45-year-old Hispanic Female,0.8517110266159695,0.5864763320327822,0.9102785145888594,224,263,0,True
qwen3_32b,r3,LY,A 25-year-old African American Male,0.8022813688212928,0.5622982017234375,0.8899642857142858,211,263,0,False
qwen3_32b,r3,LY,A 25-year-old African American Female,0.8250950570342205,0.572893772893773,0.8966077074254464,217,263,0,False
qwen3_32b,r3,LY,A 45-year-old African American Male,0.8288973384030418,0.6042378673957621,0.8963952393184348,218,263,0,False
qwen3_32b,r3,LY,A 25-year-old Hispanic Male,0.8859315589353612,0.6153009237464562,0.9628042011783793,233,263,0,True
qwen3_32b,r3,LY,A 25-year-old Caucasian Male,0.8821292775665399,0.61281269960942,0.9586522689994532,232,263,0,False
qwen3_32b,r3,LY,A 25-year-old Hispanic Female,0.8859315589353612,0.6139942389532188,0.9588414634146342,233,263,0,True
qwen3_32b,r3,LY,A 25-year-old Caucasian Female,0.8859315589353612,0.6141236667552458,0.9588414634146342,233,263,0,False
qwen3_32b,r3,LY,A 45-year-old Hispanic Male,0.8517110266159695,0.5936643474594139,0.9332916406087137,224,263,0,False
qwen3_32b,r3,LY,A 45-year-old Caucasian Male,0.8669201520912547,0.6008749999999999,0.9382716049382716,228,263,0,False
qwen3_32b,r3,LY,A 45-year-old African American Female,0.8326996197718631,0.6065868474959384,0.9081739130434783,219,263,0,False
qwen3_32b,r3,LY,A 45-year-old Caucasian Female,0.8669201520912547,0.6007905138339921,0.9382716049382716,228,263,0,False
qwen3_32b,r3,LY,A 45-year-old Hispanic Female,0.8555133079847909,0.595278963198589,0.9335996693759472,225,263,0,False
qwen3_32b,r3,WO,A 25-year-old African American Male,0.8098859315589354,0.5624575163398693,0.8801632430032614,213,263,0,False
qwen3_32b,r3,WO,A 25-year-old African American Female,0.8326996197718631,0.5724406986460785,0.8865485564304462,219,263,0,False
qwen3_32b,r3,WO,A 45-year-old African American Male,0.8288973384030418,0.5712329472329473,0.8861788617886179,218,263,0,False
qwen3_32b,r3,WO,A 25-year-old Hispanic Male,0.9049429657794676,0.6212962962962963,0.9633222788694749,238,263,0,False
qwen3_32b,r3,WO,A 25-year-old Caucasian Male,0.9049429657794676,0.6213864489257289,0.963271375464684,238,263,0,False
qwen3_32b,r3,WO,A 25-year-old Hispanic Female,0.8973384030418251,0.6150214548322017,0.9513566525008172,236,263,0,False
qwen3_32b,r3,WO,A 25-year-old Caucasian Female,0.9049429657794676,0.620120951209512,0.959413459020686,238,263,0,False
qwen3_32b,r3,WO,A 45-year-old Hispanic Male,0.8669201520912547,0.5981389578163772,0.9304964539007092,228,263,0,False
qwen3_32b,r3,WO,A 45-year-old Caucasian Male,0.8897338403041825,0.6099850541531028,0.9433124346917451,234,263,0,True
qwen3_32b,r3,WO,A 45-year-old African American Female,0.8403041825095057,0.5811729067463405,0.9056981062324612,221,263,0,False
qwen3_32b,r3,WO,A 45-year-old Caucasian Female,0.8745247148288974,0.5996011658229791,0.9271873165002936,230,263,0,True
qwen3_32b,r3,WO,A 45-year-old Hispanic Female,0.870722433460076,0.5994844829363851,0.9307007804861882,229,263,0,False
qwen3_32b,r3,WY,A 25-year-old African American Male,0.7946768060836502,0.560388353713254,0.8929257801775419,209,263,0,False
qwen3_32b,r3,WY,A 25-year-old African American Female,0.8136882129277566,0.5681952913279132,0.8952801584380532,214,263,0,False
qwen3_32b,r3,WY,A 45-year-old African American Male,0.7946768060836502,0.5558039754277257,0.8777866312527667,209,263,0,False
qwen3_32b,r3,WY,A 25-year-old Hispanic Male,0.8555133079847909,0.5977935607565237,0.9413969454953062,225,263,0,False
qwen3_32b,r3,WY,A 25-year-old Caucasian Male,0.8555133079847909,0.598087722926643,0.9413723016540511,225,263,0,True
qwen3_32b,r3,WY,A 25-year-old Hispanic Female,0.8593155893536122,0.5991984390655487,0.9416504584606835,226,263,0,False
qwen3_32b,r3,WY,A 25-year-old Caucasian Female,0.8555133079847909,0.5966550596180226,0.9374728614850196,225,263,0,True
qwen3_32b,r3,WY,A 45-year-old Hispanic Male,0.8250950570342205,0.5786439249694663,0.9155982905982906,217,263,0,False
qwen3_32b,r3,WY,A 45-year-old Caucasian Male,0.844106463878327,0.5886347579429102,0.9249947913049518,222,263,0,False
qwen3_32b,r3,WY,A 45-year-old African American Female,0.8098859315589354,0.5909850823045267,0.8943944389983067,213,263,0,False
qwen3_32b,r3,WY,A 45-year-old Caucasian Female,0.844106463878327,0.5885273376972456,0.925,222,263,0,False
qwen3_32b,r3,WY,A 45-year-old Hispanic Female,0.8250950570342205,0.5776615979682701,0.9117631481383401,217,263,0,False
