model,run,group,persona_text,accuracy,macro_f1_3class,macro_f1_binary,correct,total,missing,matches_group
gpt_oss_120b,r2,BO,A 25-year-old African American Female,0.9315589353612167,0.6826682740606791,0.9758454106280193,245,263,0,False
gpt_oss_120b,r2,BO,A 25-year-old Hispanic Female,0.9429657794676806,0.6430454176804542,0.9879860235812179,248,263,0,False
gpt_oss_120b,r2,BO,A 25-year-old Caucasian Female,0.9391634980988594,0.6877466314993151,0.9838969404186795,247,263,0,False
gpt_oss_120b,r2,BO,A 45-year-old African American Male,0.9467680608365019,0.6930438842203549,0.9919583118888318,249,263,0,True
gpt_oss_120b,r2,BO,A 45-year-old Hispanic Male,0.9429657794676806,0.6903970042045356,0.9879302853280548,248,263,0,False
gpt_oss_120b,r2,BO,A 45-year-old Caucasian Male,0.9429657794676806,0.6430454176804542,0.9879860235812179,248,263,0,False
gpt_oss_120b,r2,BO,A 45-year-old African American Female,0.9391634980988594,0.6415926050351729,0.9879302853280548,247,263,0,True
gpt_oss_120b,r2,BO,A 45-year-old Hispanic Female,0.935361216730038,0.6401275838802675,0.98787357348095,246,263,0,False
gpt_oss_120b,r2,BO,A 45-year-old Caucasian Female,0.9467680608365019,0.6930438842203549,0.9919583118888318,249,263,0,False
gpt_oss_120b,r2,BY,A 25-year-old African American Male,0.7748091603053435,0.5781018747544334,0.9307284683649365,203,262,1,True
gpt_oss_120b,r2,BY,A 25-year-old Hispanic Male,0.7680608365019012,0.5745481575127592,0.930374986569249,202,263,0,False
gpt_oss_120b,r2,BY,A 25-year-old Caucasian Male,0.779467680608365,0.5941934659794498,0.9353727025187202,205,263,0,False
gpt_oss_120b,r2,BY,A 25-year-old African American Female,0.779467680608365,0.6049714379360397,0.9263824398480371,205,263,0,True
gpt_oss_120b,r2,BY,A 25-year-old Hispanic Female,0.7680608365019012,0.5610164871808254,0.9307284683649365,202,263,0,False
gpt_oss_120b,r2,BY,A 25-year-old Caucasian Female,0.7718631178707225,0.5773677195281527,0.9350459661482946,203,263,0,False
gpt_oss_120b,r2,BY,A 45-year-old African American Male,0.7832699619771863,0.5968780507766145,0.9400106326422115,206,263,0,False
gpt_oss_120b,r2,BY,A 45-year-old Hispanic Male,0.7718631178707225,0.5775146198830409,0.9350961538461539,203,263,0,False
gpt_oss_120b,r2,BY,A 45-year-old Caucasian Male,0.7756653992395437,0.5784204489553967,0.9310751849587926,204,263,0,False
gpt_oss_120b,r2,BY,A 45-year-old African American Female,0.7680608365019012,0.5622422590340393,0.9350459661482946,202,263,0,False
gpt_oss_120b,r2,BY,A 45-year-old Hispanic Female,0.7718631178707225,0.5773677195281527,0.9350459661482946,203,263,0,False
gpt_oss_120b,r2,BY,A 45-year-old Caucasian Female,0.7718631178707225,0.5774005775649907,0.9350961538461539,203,263,0,False
gpt_oss_120b,r2,LO,A 25-year-old African American Male,0.8854961832061069,0.6092069575780424,0.9463343948507978,232,262,1,False
gpt_oss_120b,r2,LO,A 25-year-old Hispanic Male,0.8783269961977186,0.6051869590396143,0.9421546141392336,231,263,0,False
gpt_oss_120b,r2,LO,A 25-year-old Caucasian Male,0.8821292775665399,0.6079032426232928,0.9463343948507978,232,263,0,False
gpt_oss_120b,r2,LO,A 25-year-old African American Female,0.8783269961977186,0.6057086809305431,0.9422558922558923,231,263,0,False
gpt_oss_120b,r2,LO,A 25-year-old Hispanic Female,0.8897338403041825,0.611076655916646,0.9468667780848212,234,263,0,False
gpt_oss_120b,r2,LO,A 25-year-old Caucasian Female,0.8783269961977186,0.6055051610885206,0.9422558922558923,231,263,0,False
gpt_oss_120b,r2,LO,A 45-year-old African American Male,0.8821292775665399,0.6080293186739963,0.9464246665208834,232,263,0,False
gpt_oss_120b,r2,LO,A 45-year-old Hispanic Male,0.8821292775665399,0.6082068753548898,0.9464246665208834,232,263,0,True
gpt_oss_120b,r2,LO,A 45-year-old Caucasian Male,0.8897338403041825,0.611076655916646,0.9468667780848212,234,263,0,False
gpt_oss_120b,r2,LO,A 45-year-old African American Female,0.8859315589353612,0.6094968181299117,0.9466029954417191,233,263,0,False
gpt_oss_120b,r2,LO,A 45-year-old Hispanic Female,0.8821292775665399,0.6079032426232928,0.9463343948507978,232,263,0,True
gpt_oss_120b,r2,LO,A 45-year-old Caucasian Female,0.8821292775665399,0.6080293186739963,0.9464246665208834,232,263,0,False
gpt_oss_120b,r2,LY,A 25-year-old African American Male,0.8893129770992366,0.6190051778287072,0.9707719340976705,233,262,1,False
gpt_oss_120b,r2,LY,A 25-year-old Hispanic Male,0.8859315589353612,0.6177042390431512,0.9707719340976705,233,263,0,True
gpt_oss_120b,r2,LY,A 25-year-old Caucasian Male,0.8897338403041825,0.6203633291085763,0.9749565217391305,234,263,0,False
gpt_oss_120b,r2,LY,A 25-year-old African American Female,0.8859315589353612,0.6179683867968387,0.9707922599488865,233,263,0,False
gpt_oss_120b,r2,LY,A 25-year-old Hispanic Female,0.8973384030418251,0.6233018047743246,0.9751794871794872,236,263,0,True
gpt_oss_120b,r2,LY,A 25-year-old Caucasian Female,0.8859315589353612,0.6178284748626953,0.9707922599488865,233,263,0,False
gpt_oss_120b,r2,LY,A 45-year-old African American Male,0.8935361216730038,0.6231172751548927,0.9791489287762158,235,263,0,False
gpt_oss_120b,r2,LY,A 45-year-old Hispanic Male,0.8897338403041825,0.6204744860789965,0.9749721913236931,234,263,0,False
gpt_oss_120b,r2,LY,A 45-year-old Caucasian Male,0.8973384030418251,0.6233018047743246,0.9751794871794872,236,263,0,False
gpt_oss_120b,r2,LY,A 45-year-old African American Female,0.8935361216730038,0.6218386633639935,0.9750689655172413,235,263,0,False
gpt_oss_120b,r2,LY,A 45-year-old Hispanic Female,0.8897338403041825,0.6203633291085763,0.9749565217391305,234,263,0,False
gpt_oss_120b,r2,LY,A 45-year-old Caucasian Female,0.8935361216730038,0.6231172751548927,0.9791489287762158,235,263,0,False
gpt_oss_120b,r2,WO,A 25-year-old African American Male,0.9083969465648855,0.624286341677646,0.9710504549214227,238,262,1,False
gpt_oss_120b,r2,WO,A 25-year-old Hispanic Male,0.9049429657794676,0.6229801765783775,0.9710504549214227,238,263,0,False
gpt_oss_120b,r2,WO,A 25-year-old Caucasian Male,0.908745247148289,0.6257146573026401,0.9752091203453859,239,263,0,False
gpt_oss_120b,r2,WO,A 25-year-old African American Female,0.8973384030418251,0.6181492587039813,0.9628468887428601,236,263,0,False
gpt_oss_120b,r2,WO,A 25-year-old Hispanic Female,0.9163498098859315,0.6288072211476466,0.9754570747217806,241,263,0,False
gpt_oss_120b,r2,WO,A 25-year-old Caucasian Female,0.9049429657794676,0.6232904148783976,0.9711031356888911,238,263,0,False
gpt_oss_120b,r2,WO,A 45-year-old African American Male,0.9125475285171103,0.6287273010677267,0.9793941025080322,240,263,0,False
gpt_oss_120b,r2,WO,A 45-year-old Hispanic Male,0.908745247148289,0.6260111880549837,0.9752525252525253,239,263,0,False
gpt_oss_120b,r2,WO,A 45-year-old Caucasian Male,0.9163498098859315,0.6288072211476466,0.9754570747217806,241,263,0,True
gpt_oss_120b,r2,WO,A 45-year-old African American Female,0.9125475285171103,0.6272675472675472,0.9753342245989305,240,263,0,False
gpt_oss_120b,r2,WO,A 45-year-old Hispanic Female,0.908745247148289,0.6257146573026401,0.9752091203453859,239,263,0,False
gpt_oss_120b,r2,WO,A 45-year-old Caucasian Female,0.9125475285171103,0.6287273010677267,0.9793941025080322,240,263,0,True
gpt_oss_120b,r2,WY,A 25-year-old African American Male,0.8549618320610687,0.5988496479062517,0.9450066934404284,224,262,1,False
gpt_oss_120b,r2,WY,A 25-year-old Hispanic Male,0.8517110266159695,0.5975645657701057,0.9450066934404284,224,263,0,False
gpt_oss_120b,r2,WY,A 25-year-old Caucasian Male,0.8555133079847909,0.6002396849854477,0.9492577790465315,225,263,0,True
gpt_oss_120b,r2,WY,A 25-year-old African American Female,0.8517110266159695,0.620689868140691,0.9368398704951967,224,263,0,False
gpt_oss_120b,r2,WY,A 25-year-old Hispanic Female,0.8631178707224335,0.6033019268313385,0.949719495091164,227,263,0,False
gpt_oss_120b,r2,WY,A 25-year-old Caucasian Female,0.8517110266159695,0.5977144324601952,0.9450498492928356,224,263,0,True
gpt_oss_120b,r2,WY,A 45-year-old African American Male,0.8593155893536122,0.6030320525156627,0.953533553159255,226,263,0,False
gpt_oss_120b,r2,WY,A 45-year-old Hispanic Male,0.8555133079847909,0.6003754151224912,0.9492939666238767,225,263,0,False
gpt_oss_120b,r2,WY,A 45-year-old Caucasian Male,0.8631178707224335,0.6033019268313385,0.949719495091164,227,263,0,False
gpt_oss_120b,r2,WY,A 45-year-old African American Female,0.8593155893536122,0.6017772663342283,0.949490662139219,226,263,0,False
gpt_oss_120b,r2,WY,A 45-year-old Hispanic Female,0.8555133079847909,0.6002396849854477,0.9492577790465315,225,263,0,False
gpt_oss_120b,r2,WY,A 45-year-old Caucasian Female,0.8593155893536122,0.6030320525156627,0.953533553159255,226,263,0,False
mistral_medium,r2,BO,A 25-year-old African American Male,0.9163498098859315,0.6275319116410609,0.967808661926309,241,263,0,False
mistral_medium,r2,BO,A 25-year-old Hispanic Male,0.9315589353612167,0.6366076057454789,0.9799277398635087,245,263,0,False
mistral_medium,r2,BO,A 25-year-old Caucasian Male,0.935361216730038,0.6380473681280022,0.980017514529098,246,263,0,False
mistral_medium,r2,BO,A 25-year-old African American Female,0.9239543726235742,0.6314319377577345,0.971924082719674,243,263,0,False
mistral_medium,r2,BO,A 25-year-old Hispanic Female,0.9315589353612167,0.6354318586938908,0.9760099401044985,245,263,0,False
mistral_medium,r2,BO,A 25-year-old Caucasian Female,0.935361216730038,0.6378828390860477,0.9799984062475098,246,263,0,False
mistral_medium,r2,BO,A 45-year-old African American Male,0.9239543726235742,0.632853790429548,0.975837753913831,243,263,0,True
mistral_medium,r2,BO,A 45-year-old Hispanic Male,0.935361216730038,0.6367067276158186,0.9760941057424741,246,263,0,False
mistral_medium,r2,BO,A 45-year-old Caucasian Male,0.935361216730038,0.6392318244170095,0.983949666153056,246,263,0,False
mistral_medium,r2,BO,A 45-year-old African American Female,0.9315589353612167,0.6341281368514484,0.9721234532783388,245,263,0,True
mistral_medium,r2,BO,A 45-year-old Hispanic Female,0.935361216730038,0.6367067276158186,0.9760941057424741,246,263,0,False
mistral_medium,r2,BO,A 45-year-old Caucasian Female,0.935361216730038,0.6367067276158186,0.9760941057424741,246,263,0,False
mistral_medium,r2,BY,A 25-year-old African American Male,0.752851711026616,0.5523095605062819,0.9209028544222986,198,263,0,True
mistral_medium,r2,BY,A 25-year-old Hispanic Male,0.7642585551330798,0.5595121724153982,0.9304825455403695,201,263,0,False
mistral_medium,r2,BY,A 25-year-old Caucasian Male,0.7680608365019012,0.5611790878754171,0.9308226893078019,202,263,0,False
mistral_medium,r2,BY,A 25-year-old African American Female,0.7566539923954373,0.5539621061446666,0.9212541013488881,199,263,0,True
mistral_medium,r2,BY,A 25-year-old Hispanic Female,0.7642585551330798,0.5583894017628958,0.9261904761904762,201,263,0,False
mistral_medium,r2,BY,A 25-year-old Caucasian Female,0.7680608365019012,0.5610667779342479,0.9307814992025518,202,263,0,False
mistral_medium,r2,BY,A 45-year-old African American Male,0.7566539923954373,0.5552459236669763,0.9255411255411256,199,263,0,False
mistral_medium,r2,BY,A 45-year-old Hispanic Male,0.7680608365019012,0.55994227994228,0.9265065318162664,202,263,0,False
mistral_medium,r2,BY,A 45-year-old Caucasian Male,0.7680608365019012,0.5623109497882638,0.9351351351351351,202,263,0,False
mistral_medium,r2,BY,A 45-year-old African American Female,0.7642585551330798,0.5571827540045238,0.9219378620326487,201,263,0,False
mistral_medium,r2,BY,A 45-year-old Hispanic Female,0.7680608365019012,0.55994227994228,0.9265065318162664,202,263,0,False
mistral_medium,r2,BY,A 45-year-old Caucasian Female,0.7604562737642585,0.5543896103896104,0.9173198482932996,200,263,0,False
mistral_medium,r2,LO,A 25-year-old African American Male,0.8631178707224335,0.5954816510190418,0.9261751707513057,227,263,0,False
mistral_medium,r2,LO,A 25-year-old Hispanic Male,0.8783269961977186,0.6045998445998446,0.9385767790262172,231,263,0,False
mistral_medium,r2,LO,A 25-year-old Caucasian Male,0.8783269961977186,0.6033268858800773,0.9347510236428478,231,263,0,False
mistral_medium,r2,LO,A 25-year-old African American Female,0.870722433460076,0.5994184722998283,0.9304795943811819,229,263,0,False
mistral_medium,r2,LO,A 25-year-old Hispanic Female,0.8783269961977186,0.6034931252322556,0.9347510236428478,231,263,0,False
mistral_medium,r2,LO,A 25-year-old Caucasian Female,0.8821292775665399,0.6059085841694537,0.9387856257744733,232,263,0,False
mistral_medium,r2,LO,A 45-year-old African American Male,0.8783269961977186,0.6403185892236988,0.9345265819415796,231,263,0,False
mistral_medium,r2,LO,A 45-year-old Hispanic Male,0.8821292775665399,0.604801135487056,0.9349721402818748,232,263,0,True
mistral_medium,r2,LO,A 45-year-old Caucasian Male,0.8745247148288974,0.6020085934668944,0.9345265819415796,230,263,0,False
mistral_medium,r2,LO,A 45-year-old African American Female,0.8783269961977186,0.6022201665124883,0.9309565530681427,231,263,0,False
mistral_medium,r2,LO,A 45-year-old Hispanic Female,0.8821292775665399,0.604801135487056,0.9349721402818748,232,263,0,True
mistral_medium,r2,LO,A 45-year-old Caucasian Female,0.8821292775665399,0.604801135487056,0.9349721402818748,232,263,0,False
mistral_medium,r2,LY,A 25-year-old African American Male,0.8935361216730038,0.6757489328463299,0.962809282311357,235,263,0,False
mistral_medium,r2,LY,A 25-year-old Hispanic Male,0.8935361216730038,0.6496388857044595,0.9669331147092983,235,263,0,True
mistral_medium,r2,LY,A 25-year-old Caucasian Male,0.8935361216730038,0.6207744636316065,0.9710699342498506,235,263,0,False
mistral_medium,r2,LY,A 25-year-old African American Female,0.8935361216730038,0.6495757346579808,0.9669398907103826,235,263,0,False
mistral_medium,r2,LY,A 25-year-old Hispanic Female,0.8897338403041825,0.6181667818185624,0.9669331147092983,234,263,0,True
mistral_medium,r2,LY,A 25-year-old Caucasian Female,0.8973384030418251,0.6524670919809415,0.9670642450528599,236,263,0,False
mistral_medium,r2,LY,A 45-year-old African American Male,0.8897338403041825,0.6469254612519045,0.9667998346879736,234,263,0,False
mistral_medium,r2,LY,A 45-year-old Hispanic Male,0.8935361216730038,0.6195511617236057,0.9670642450528599,235,263,0,False
mistral_medium,r2,LY,A 45-year-old Caucasian Male,0.8973384030418251,0.652255595112738,0.9710699342498506,236,263,0,False
mistral_medium,r2,LY,A 45-year-old African American Female,0.8897338403041825,0.6168843016133657,0.9629529246353734,234,263,0,False
mistral_medium,r2,LY,A 45-year-old Hispanic Female,0.8935361216730038,0.6195511617236057,0.9670642450528599,235,263,0,False
mistral_medium,r2,LY,A 45-year-old Caucasian Female,0.9011406844106464,0.6248279314228506,0.9752981837896448,237,263,0,False
mistral_medium,r2,WO,A 25-year-old African American Male,0.9049429657794676,0.6927722498618021,0.9552278157699596,238,263,0,False
mistral_medium,r2,WO,A 25-year-old Hispanic Male,0.9125475285171103,0.6644535451311326,0.9673755118214238,240,263,0,False
mistral_medium,r2,WO,A 25-year-old Caucasian Male,0.9125475285171103,0.626750700280112,0.9714728835651472,240,263,0,False
mistral_medium,r2,WO,A 25-year-old African American Female,0.9049429657794676,0.6593096993950223,0.9592731829573935,238,263,0,False
mistral_medium,r2,WO,A 25-year-old Hispanic Female,0.908745247148289,0.6240707253365482,0.9673755118214238,239,263,0,False
mistral_medium,r2,WO,A 25-year-old Caucasian Female,0.9163498098859315,0.6681793944452172,0.9674860701409373,241,263,0,False
mistral_medium,r2,WO,A 45-year-old African American Male,0.908745247148289,0.660990618345002,0.9672632909707898,239,263,0,False
mistral_medium,r2,WO,A 45-year-old Hispanic Male,0.9125475285171103,0.6253452010635786,0.9674860701409373,240,263,0,False
mistral_medium,r2,WO,A 45-year-old Caucasian Male,0.9163498098859315,0.6671421336062101,0.9714728835651472,241,263,0,True
mistral_medium,r2,WO,A 45-year-old African American Female,0.908745247148289,0.6227824463118581,0.9634475869184285,239,263,0,False
mistral_medium,r2,WO,A 45-year-old Hispanic Female,0.9125475285171103,0.6253452010635786,0.9674860701409373,240,263,0,False
mistral_medium,r2,WO,A 45-year-old Caucasian Female,0.9125475285171103,0.6253452010635786,0.9674860701409373,240,263,0,True
mistral_medium,r2,WY,A 25-year-old African American Male,0.844106463878327,0.6153620335779149,0.9285701675405611,222,263,0,False
mistral_medium,r2,WY,A 25-year-old Hispanic Male,0.8593155893536122,0.6259642401021711,0.9413969454953062,226,263,0,False
mistral_medium,r2,WY,A 25-year-old Caucasian Male,0.8593155893536122,0.6007959597886626,0.9455914543384993,226,263,0,True
mistral_medium,r2,WY,A 25-year-old African American Female,0.8517110266159695,0.6205592605592606,0.9330438436755848,224,263,0,False
mistral_medium,r2,WY,A 25-year-old Hispanic Female,0.8555133079847909,0.5981764206955047,0.9413969454953062,225,263,0,False
mistral_medium,r2,WY,A 25-year-old Caucasian Female,0.8631178707224335,0.628498727735369,0.9416301855326246,227,263,0,True
mistral_medium,r2,WY,A 45-year-old African American Male,0.8555133079847909,0.6235042735042735,0.9411598502507593,225,263,0,False
mistral_medium,r2,WY,A 45-year-old Hispanic Male,0.8593155893536122,0.5995986480777354,0.9416301855326246,226,263,0,False
mistral_medium,r2,WY,A 45-year-old Caucasian Male,0.8631178707224335,0.6285924034471752,0.9455914543384993,227,263,0,False
mistral_medium,r2,WY,A 45-year-old African American Female,0.8555133079847909,0.5969085553197555,0.9374728614850196,225,263,0,False
mistral_medium,r2,WY,A 45-year-old Hispanic Female,0.8593155893536122,0.5995986480777354,0.9416301855326246,226,263,0,False
mistral_medium,r2,WY,A 45-year-old Caucasian Female,0.8593155893536122,0.5995986480777354,0.9416301855326246,226,263,0,False
qwen3_32b,r2,BO,A 25-year-old African American Male,0.9011406844106464,0.6646579442749073,0.9402352492975856,237,263,0,False
qwen3_32b,r2,BO,A 25-year-old Hispanic Male,0.9315589353612167,0.6340874902827837,0.9720952305623665,245,263,0,False
qwen3_32b,r2,BO,A 25-year-old Caucasian Male,0.9239543726235742,0.6290108163635265,0.9642175346701798,243,263,0,False
qwen3_32b,r2,BO,A 25-year-old African American Female,0.844106463878327,0.5802552737420997,0.8986791369267373,222,263,0,False
qwen3_32b,r2,BO,A 25-year-old Hispanic Female,0.935361216730038,0.6365791172436053,0.9760941057424741,246,263,0,False
qwen3_32b,r2,BO,A 25-year-old Caucasian Female,0.9315589353612167,0.6884261015434675,0.9681818181818183,245,263,0,False
qwen3_32b,r2,BO,A 45-year-old African American Male,0.8593155893536122,0.6785599703176665,0.8923208923208923,226,263,0,True
qwen3_32b,r2,BO,A 45-year-old Hispanic Male,0.9049429657794676,0.6703219031463306,0.9404527481529324,238,263,0,False
qwen3_32b,r2,BO,A 45-year-old Caucasian Male,0.9049429657794676,0.6161006289308176,0.9443883984867592,238,263,0,False
qwen3_32b,r2,BO,A 45-year-old African American Female,0.9011406844106464,0.614718352513628,0.9442009654471545,237,263,0,True
qwen3_32b,r2,BO,A 45-year-old Hispanic Female,0.9315589353612167,0.6883266593859969,0.9681818181818183,245,263,0,False
qwen3_32b,r2,BO,A 45-year-old Caucasian Female,0.9201520912547528,0.626434698562281,0.9602548735095577,242,263,0,False
qwen3_32b,r2,BY,A 25-year-old African American Male,0.7376425855513308,0.5514475061039413,0.8893797790994052,194,263,0,True
qwen3_32b,r2,BY,A 25-year-old Hispanic Male,0.7642585551330798,0.5571453317166118,0.921885209619965,201,263,0,False
qwen3_32b,r2,BY,A 25-year-old Caucasian Male,0.7642585551330798,0.5572120373573158,0.9220035778175313,201,263,0,False
qwen3_32b,r2,BY,A 25-year-old African American Female,0.6920152091254753,0.5094879740298067,0.8539966832504147,182,263,0,True
qwen3_32b,r2,BY,A 25-year-old Hispanic Female,0.7642585551330798,0.5571827540045238,0.9219378620326487,201,263,0,False
qwen3_32b,r2,BY,A 25-year-old Caucasian Female,0.7680608365019012,0.5728278241533808,0.9219773047853639,202,263,0,False
qwen3_32b,r2,BY,A 45-year-old African American Male,0.7110266159695817,0.5548368953880765,0.843562684677079,187,263,0,False
qwen3_32b,r2,BY,A 45-year-old Hispanic Male,0.7452471482889734,0.5561803986633223,0.8944931927698168,196,263,0,False
qwen3_32b,r2,BY,A 45-year-old Caucasian Male,0.7414448669201521,0.5405442788478163,0.8944931927698168,195,263,0,False
qwen3_32b,r2,BY,A 45-year-old African American Female,0.7376425855513308,0.5389731034363008,0.8940092165898618,194,263,0,False
qwen3_32b,r2,BY,A 45-year-old Hispanic Female,0.7642585551330798,0.5699421674312648,0.9173685983827493,201,263,0,False
qwen3_32b,r2,BY,A 45-year-old Caucasian Female,0.7490494296577946,0.5460791773304743,0.9036514784804799,197,263,0,False
qwen3_32b,r2,LO,A 25-year-old African American Male,0.8479087452471483,0.5839643147799034,0.9063787540332588,223,263,0,False
qwen3_32b,r2,LO,A 25-year-old Hispanic Male,0.870722433460076,0.5968649972725683,0.9227224272242722,229,263,0,False
qwen3_32b,r2,LO,A 25-year-old Caucasian Male,0.870722433460076,0.5968085979161538,0.9229347594982256,229,263,0,False
qwen3_32b,r2,LO,A 25-year-old African American Female,0.8022813688212928,0.5866808315627213,0.8606463750587919,211,263,0,False
qwen3_32b,r2,LO,A 25-year-old Hispanic Female,0.870722433460076,0.5969678281426662,0.9228337946055714,229,263,0,False
qwen3_32b,r2,LO,A 25-year-old Caucasian Female,0.8783269961977186,0.6426465587857993,0.9270349787512259,231,263,0,False
qwen3_32b,r2,LO,A 45-year-old African American Male,0.8060836501901141,0.5908890737669009,0.8577212261422787,212,263,0,False
qwen3_32b,r2,LO,A 45-year-old Hispanic Male,0.8479087452471483,0.6217849952750729,0.8949152542372881,223,263,0,True
qwen3_32b,r2,LO,A 45-year-old Caucasian Male,0.8593155893536122,0.5891322826098088,0.9109195402298851,226,263,0,False
qwen3_32b,r2,LO,A 45-year-old African American Female,0.8479087452471483,0.5827174180832717,0.9026409144659047,223,263,0,False
qwen3_32b,r2,LO,A 45-year-old Hispanic Female,0.8745247148288974,0.6008403361344538,0.9308066243717559,230,263,0,True
qwen3_32b,r2,LO,A 45-year-old Caucasian Female,0.8745247148288974,0.5994874948749488,0.9270349787512259,230,263,0,False
qwen3_32b,r2,LY,A 25-year-old African American Male,0.8593155893536122,0.6254079731450201,0.9296932410493036,226,263,0,False
qwen3_32b,r2,LY,A 25-year-old Hispanic Male,0.8821292775665399,0.6116613726809473,0.9547048955314931,232,263,0,True
qwen3_32b,r2,LY,A 25-year-old Caucasian Male,0.8783269961977186,0.608806171508342,0.9506164476358216,231,263,0,False
qwen3_32b,r2,LY,A 25-year-old African American Female,0.8022813688212928,0.5607339214934152,0.885972850678733,211,263,0,False
qwen3_32b,r2,LY,A 25-year-old Hispanic Female,0.8783269961977186,0.60888784632627,0.9505963675792898,231,263,0,True
qwen3_32b,r2,LY,A 25-year-old Caucasian Female,0.8783269961977186,0.6100178890876565,0.954538468106908,231,263,0,False
qwen3_32b,r2,LY,A 45-year-old African American Male,0.7946768060836502,0.5533337565331471,0.8701819894959083,209,263,0,False
qwen3_32b,r2,LY,A 45-year-old Hispanic Male,0.844106463878327,0.5860965586473005,0.9173327867732459,222,263,0,False
qwen3_32b,r2,LY,A 45-year-old Caucasian Male,0.8631178707224335,0.5981752280964879,0.934155263514429,227,263,0,False
qwen3_32b,r2,LY,A 45-year-old African American Female,0.8479087452471483,0.5887090026773761,0.9214540733528076,223,263,0,False
qwen3_32b,r2,LY,A 45-year-old Hispanic Female,0.8783269961977186,0.61004769674909,0.9545446783805475,231,263,0,False
qwen3_32b,r2,LY,A 45-year-old Caucasian Female,0.8783269961977186,0.60875,0.9506164476358216,231,263,0,False
qwen3_32b,r2,WO,A 25-year-old African American Male,0.870722433460076,0.5996396396396396,0.9308016877637131,229,263,0,False
qwen3_32b,r2,WO,A 25-year-old Hispanic Male,0.9011406844106464,0.617411402157165,0.955260352603526,237,263,0,False
qwen3_32b,r2,WO,A 25-year-old Caucasian Male,0.9011406844106464,0.6177762757688409,0.9554357592093441,237,263,0,False
qwen3_32b,r2,WO,A 25-year-old African American Female,0.8136882129277566,0.5639575161866662,0.8806503514268778,214,263,0,False
qwen3_32b,r2,WO,A 25-year-old Hispanic Female,0.9011406844106464,0.6175393234216764,0.9553248284558571,237,263,0,False
qwen3_32b,r2,WO,A 25-year-old Caucasian Female,0.8973384030418251,0.6160493827160494,0.9551716741738026,236,263,0,False
qwen3_32b,r2,WO,A 45-year-old African American Male,0.8060836501901141,0.5566170388751034,0.8652971459989003,212,263,0,False
qwen3_32b,r2,WO,A 45-year-old Hispanic Male,0.8631178707224335,0.5929814298835712,0.9188034188034189,227,263,0,False
qwen3_32b,r2,WO,A 45-year-old Caucasian Male,0.8783269961977186,0.6021482277121375,0.93119992166974,231,263,0,True
qwen3_32b,r2,WO,A 45-year-old African American Female,0.8593155893536122,0.5905614796350152,0.9148401714032408,226,263,0,False
qwen3_32b,r2,WO,A 45-year-old Hispanic Female,0.8973384030418251,0.6162674111894368,0.9552278157699596,236,263,0,False
qwen3_32b,r2,WO,A 45-year-old Caucasian Female,0.8935361216730038,0.6124726163421575,0.9473331699746794,235,263,0,True
qwen3_32b,r2,WY,A 25-year-old African American Male,0.844106463878327,0.6148025840452208,0.9246743241350329,222,263,0,False
qwen3_32b,r2,WY,A 25-year-old Hispanic Male,0.8593155893536122,0.5994991758590085,0.9416017797552837,226,263,0,False
qwen3_32b,r2,WY,A 25-year-old Caucasian Male,0.8555133079847909,0.5966144597373834,0.9374902328488826,225,263,0,True
qwen3_32b,r2,WY,A 25-year-old African American Female,0.7832699619771863,0.5719672484378368,0.8681112653458565,206,263,0,False
qwen3_32b,r2,WY,A 25-year-old Hispanic Female,0.8517110266159695,0.5941423035908482,0.9332916406087137,224,263,0,False
qwen3_32b,r2,WY,A 25-year-old Caucasian Female,0.8517110266159695,0.5952195581825211,0.9372209088521145,224,263,0,True
qwen3_32b,r2,WY,A 45-year-old African American Male,0.7870722433460076,0.5516891006615221,0.8730357142857144,207,263,0,False
qwen3_32b,r2,WY,A 45-year-old Hispanic Male,0.8403041825095057,0.5869841269841269,0.9246848739495799,221,263,0,False
qwen3_32b,r2,WY,A 45-year-old Caucasian Male,0.8288973384030418,0.5779780729496099,0.9083333333333333,218,263,0,False
qwen3_32b,r2,WY,A 45-year-old African American Female,0.8365019011406845,0.5843386243386243,0.9205020920502092,220,263,0,False
qwen3_32b,r2,WY,A 45-year-old Hispanic Female,0.8555133079847909,0.5978523319354428,0.9414133632161368,225,263,0,False
qwen3_32b,r2,WY,A 45-year-old Caucasian Female,0.8517110266159695,0.593822825387787,0.9333148096693527,224,263,0,False
gpt_oss_120b,r3,BO,A 25-year-old African American Male,0.9467680608365019,0.6955128205128206,0.9879860235812179,249,263,0,False
gpt_oss_120b,r3,BO,A 25-year-old Hispanic Male,0.9429657794676806,0.6430886404148436,0.9879990437485058,248,263,0,False
gpt_oss_120b,r3,BO,A 25-year-old Caucasian Male,0.935361216730038,0.6392318244170095,0.983949666153056,246,263,0,False
gpt_oss_120b,r3,BO,A 25-year-old African American Female,0.935361216730038,0.7170903941926996,0.9837855508336057,246,263,0,False
gpt_oss_120b,r3,BO,A 25-year-old Hispanic Female,0.9505703422053232,0.7012270808951307,0.9880408130981571,250,263,0,False
gpt_oss_120b,r3,BO,A 25-year-old Caucasian Female,0.9429657794676806,0.690461243675863,0.9879442542315667,248,263,0,False
gpt_oss_120b,r3,BO,A 45-year-old African American Male,0.9429657794676806,0.6903970042045356,0.9879302853280548,248,263,0,True
gpt_oss_120b,r3,BO,A 45-year-old Hispanic Male,0.9391634980988594,0.642777956585488,0.9919208306294613,247,263,0,False
